 time            time            time            N1              time            N2              time            N3              time            N4             
 7.26520654e-05  7.26520654e-05  7.26520654e-05  1.13602231e-05  7.26520654e-05  1.91092993e-05  7.26520654e-05  2.32021605e-07  7.26520654e-05  2.24144115e-07 
 7.27847233e-05  7.27847233e-05  7.27847233e-05 -1.07665270e-05  7.27847233e-05 -1.81459176e-05  7.27847233e-05  2.31632992e-07  7.27847233e-05  2.23717302e-07 
 7.30250516e-05  7.30250516e-05  7.30250516e-05  1.14823251e-05  7.30250516e-05  1.94014577e-05  7.30250516e-05  2.32015882e-07  7.30250516e-05  2.24044420e-07 
 7.34275675e-05  7.34275675e-05  7.34275675e-05 -1.07164756e-05  7.34275675e-05 -1.81916160e-05  7.34275675e-05  2.31591358e-07  7.34275675e-05  2.23538140e-07 
 7.40600595e-05  7.40600595e-05  7.40600595e-05  1.14982630e-05  7.40600595e-05  1.93529723e-05  7.40600595e-05  2.31894842e-07  7.40600595e-05  2.23698026e-07 
 7.49894391e-05  7.49894391e-05  7.49894391e-05 -1.06281855e-05  7.49894391e-05 -1.80470691e-05  7.49894391e-05  2.31535891e-07  7.49894391e-05  2.23144739e-07 
 7.68481982e-05  7.68481982e-05  7.68481982e-05  1.14939400e-05  7.68481982e-05  1.92876858e-05  7.68481982e-05  2.31875911e-07  7.68481982e-05  2.22945276e-07 
 7.85726744e-05  7.85726744e-05  7.85726744e-05 -1.07645619e-05  7.85726744e-05 -1.80674319e-05  7.85726744e-05  2.31886922e-07  7.85726744e-05  2.22274910e-07 
 7.86272987e-05  7.86272987e-05  7.86272987e-05  3.79342000e-07  7.86272987e-05  1.72581692e-07  7.86272987e-05  2.31952611e-07  7.86272987e-05  2.22275781e-07 
 7.87365472e-05  7.87365472e-05  7.87365472e-05  1.62355942e-06  7.87365472e-05  4.82013372e-07  7.87365472e-05  2.32216598e-07  7.87365472e-05  2.22547834e-07 
 7.89550443e-05  7.89550443e-05  7.89550443e-05  7.24889950e-04  7.89550443e-05  1.85616412e-07  7.89550443e-05  2.31938967e-07  7.89550443e-05  2.22098855e-07 
 7.92184868e-05  7.92184868e-05  7.92184868e-05  1.79990535e+00  7.92184868e-05  4.96846102e-07  7.92184868e-05  2.32399252e-07  7.92184868e-05  2.22427445e-07 
 7.94065952e-05  7.94065952e-05  7.94065952e-05  1.80009455e+00  7.94065952e-05  2.26076901e-07  7.94065952e-05  2.32052951e-07  7.94065952e-05  2.22036729e-07 
 7.96039670e-05  7.96039670e-05  7.96039670e-05  1.29716349e-05  7.96039670e-05  5.28081414e-07  7.96039670e-05  2.32655222e-07  7.96039670e-05  2.22461613e-07 
 7.97051216e-05  7.97051216e-05  7.97051216e-05 -9.84571453e-06  7.97051216e-05  3.47363166e-07  7.97051216e-05  2.32200271e-07  7.97051216e-05  2.21871206e-07 
 7.98224695e-05  7.98224695e-05  7.98224695e-05  1.09715329e-05  7.98224695e-05  6.46849621e-07  7.98224695e-05  2.32807700e-07  7.98224695e-05  2.22525064e-07 
 7.99501742e-05  7.99501742e-05  7.99501742e-05 -1.00696557e-05  7.99501742e-05  1.95887646e-06  7.99501742e-05  2.32118676e-07  7.99501742e-05  2.21648023e-07 
 8.01908742e-05  8.01908742e-05  8.01908742e-05  1.09971588e-05  8.01908742e-05  1.01778933e-04  8.01908742e-05  2.33118716e-07  8.01908742e-05  2.22518035e-07 
 8.05146710e-05  8.05146710e-05  8.05146710e-05 -9.99387604e-06  8.05146710e-05  1.79656551e+00  8.05146710e-05  2.32356091e-07  8.05146710e-05  2.21487553e-07 
 8.07736303e-05  8.07736303e-05  8.07736303e-05  1.08359774e-05  8.07736303e-05  1.80005833e+00  8.07736303e-05  2.33453727e-07  8.07736303e-05  2.22272635e-07 
 8.09874494e-05  8.09874494e-05  8.09874494e-05 -9.74149354e-06  8.09874494e-05  1.79994076e+00  8.09874494e-05  2.32701570e-07  8.09874494e-05  2.21596500e-07 
 8.11777528e-05  8.11777528e-05  8.11777528e-05  1.05238221e-05  8.11777528e-05  2.31365564e-04  8.11777528e-05  2.33837487e-07  8.11777528e-05  2.22285037e-07 
 8.12894149e-05  8.12894149e-05  8.12894149e-05 -9.35683328e-06  8.12894149e-05 -7.33545318e-05  8.12894149e-05  2.33122242e-07  8.12894149e-05  2.21612710e-07 
 8.14166590e-05  8.14166590e-05  8.14166590e-05  1.00658205e-05  8.14166590e-05  7.79786129e-05  8.14166590e-05  2.33874265e-07  8.14166590e-05  2.21931362e-07 
 8.15522718e-05  8.15522718e-05  8.15522718e-05 -9.03691305e-06  8.15522718e-05 -7.43147868e-05  8.15522718e-05  2.33455889e-07  8.15522718e-05  2.21941440e-07 
 8.18027982e-05  8.18027982e-05  8.18027982e-05  9.82912916e-06  8.18027982e-05  7.75783092e-05  8.18027982e-05  2.34027630e-07  8.18027982e-05  2.21377956e-07 
 8.21376919e-05  8.21376919e-05  8.21376919e-05 -8.89926762e-06  8.21376919e-05 -7.44285798e-05  8.21376919e-05  2.34219959e-07  8.21376919e-05  2.22149156e-07 
 8.27396725e-05  8.27396725e-05  8.27396725e-05  9.74701780e-06  8.27396725e-05  7.73452995e-05  8.27396725e-05  2.34971479e-07  8.27396725e-05  2.20886633e-07 
 8.35431878e-05  8.35431878e-05  8.35431878e-05 -8.84297292e-06  8.35431878e-05 -7.42399052e-05  8.35431878e-05  2.36392710e-07  8.35431878e-05  2.22047511e-07 
 8.49947499e-05  8.49947499e-05  8.49947499e-05  9.70326859e-06  8.49947499e-05  7.71807346e-05  8.49947499e-05  2.39736667e-07  8.49947499e-05  2.20316043e-07 
 8.61606307e-05  8.61606307e-05  8.61606307e-05  1.79995376e+00  8.61606307e-05 -7.42467023e-05  8.61606307e-05  2.44541445e-07  8.61606307e-05  2.21644246e-07 
 8.70527280e-05  8.70527280e-05  8.70527280e-05  1.80006262e+00  8.70527280e-05  7.70766541e-05  8.70527280e-05  2.49339132e-07  8.70527280e-05  2.19836391e-07 
 8.75284592e-05  8.75284592e-05  8.75284592e-05 -1.09170309e-06  8.75284592e-05 -7.42075846e-05  8.75284592e-05  2.53150770e-07  8.75284592e-05  2.21682797e-07 
 8.77837526e-05  8.77837526e-05  8.77837526e-05  1.44368324e-06  8.77837526e-05  7.68272608e-05  8.77837526e-05  2.55759467e-07  8.77837526e-05  2.19214161e-07 
 8.81103168e-05  8.81103168e-05  8.81103168e-05 -9.78750262e-07  8.81103168e-05 -7.41333643e-05  8.81103168e-05  2.57212490e-07  8.81103168e-05  2.22178773e-07 
 8.84083585e-05  8.84083585e-05  8.84083585e-05  1.45367535e-06  8.84083585e-05  7.75502755e-05  8.84083585e-05  2.63096385e-07  8.84083585e-05  2.18493146e-07 
 8.87241439e-05  8.87241439e-05  8.87241439e-05 -1.01207697e-06  8.87241439e-05 -7.46838961e-05  8.87241439e-05  2.63203414e-07  8.87241439e-05  2.22751289e-07 
 8.93557147e-05  8.93557147e-05  8.93557147e-05  1.48201706e-06  8.93557147e-05  2.64468019e-03  8.93557147e-05  2.77156021e-07  8.93557147e-05  2.17816533e-07 
 8.99677232e-05  8.99677232e-05  8.99677232e-05 -1.01906938e-06  8.99677232e-05  1.79979161e+00  8.99677232e-05  2.84320417e-07  8.99677232e-05  2.22860720e-07 
 9.04457217e-05  9.04457217e-05  9.04457217e-05  1.56306841e-06  9.04457217e-05  1.80022326e+00  9.04457217e-05  3.03253483e-07  9.04457217e-05  2.17299086e-07 
 9.07200871e-05  9.07200871e-05  9.07200871e-05 -9.83207958e-07  9.07200871e-05 -5.61525126e-05  9.07200871e-05  3.05697301e-07  9.07200871e-05  2.23578665e-07 
 9.08931977e-05  9.08931977e-05  9.08931977e-05  1.63436012e-06  9.08931977e-05  5.48252175e-05  9.08931977e-05  3.26156672e-07  9.08931977e-05  2.15956848e-07 
 9.10828510e-05  9.10828510e-05  9.10828510e-05 -1.01133046e-06  9.10828510e-05 -5.56721471e-05  9.10828510e-05  3.13540662e-07  9.10828510e-05  2.25053006e-07 
 9.13259439e-05  9.13259439e-05  9.13259439e-05  1.69010818e-06  9.13259439e-05  5.48036915e-05  9.13259439e-05  3.52016269e-07  9.13259439e-05  2.14456302e-07 
 9.15523944e-05  9.15523944e-05  9.15523944e-05 -1.02315078e-06  9.15523944e-05 -5.54246349e-05  9.15523944e-05  3.39285876e-07  9.15523944e-05  2.26283082e-07 
 9.20052953e-05  9.20052953e-05  9.20052953e-05  1.73540576e-06  9.20052953e-05  5.47145242e-05  9.20052953e-05  4.10770499e-07  9.20052953e-05  2.13284922e-07 
 9.27868371e-05  9.27868371e-05  9.27868371e-05 -1.00586782e-06  9.27868371e-05 -5.53164054e-05  9.27868371e-05  6.44086141e-07  9.27868371e-05  2.26648973e-07 
 9.29071804e-05  9.29071804e-05  9.29071804e-05  3.80603879e-07  9.29071804e-05  2.98583650e-07  9.29071804e-05  7.82933471e-07  9.29071804e-05  2.19469087e-07 
 9.31478670e-05  9.31478670e-05  9.31478670e-05  3.71544156e-07  9.31478670e-05  2.77273202e-07  9.31478670e-05  1.32723464e-06  9.31478670e-05  2.20083771e-07 
 9.36292403e-05  9.36292403e-05  9.36292403e-05  3.82993050e-07  9.36292403e-05  3.39311885e-07  9.36292403e-05  1.05889650e-05  9.36292403e-05  2.19377711e-07 
 9.41190270e-05  9.41190270e-05  9.41190270e-05  3.70988950e-07  9.41190270e-05  3.28331858e-07  9.41190270e-05  1.79994646e+00  9.41190270e-05  2.19899148e-07 
 9.44854688e-05  9.44854688e-05  9.44854688e-05  3.77053595e-07  9.44854688e-05  3.64629031e-07  9.44854688e-05  1.80005409e+00  9.44854688e-05  2.19329909e-07 
 9.48034717e-05  9.48034717e-05  9.48034717e-05  3.64100449e-07  9.48034717e-05  3.54257571e-07  9.48034717e-05  9.14122790e-06  9.48034717e-05  2.19853967e-07 
 9.49971801e-05  9.49971801e-05  9.49971801e-05  3.69762705e-07  9.49971801e-05  3.66390751e-07  9.49971801e-05 -8.36308247e-06  9.49971801e-05  2.19278852e-07 
 9.52163325e-05  9.52163325e-05  9.52163325e-05  3.59162193e-07  9.52163325e-05  3.70789623e-07  9.52163325e-05  8.99518605e-06  9.52163325e-05  2.19734057e-07 
 9.54542790e-05  9.54542790e-05  9.54542790e-05  3.63327732e-07  9.54542790e-05  3.62508082e-07  9.54542790e-05 -8.29459059e-06  9.54542790e-05  2.19228462e-07 
 9.59301720e-05  9.59301720e-05  9.59301720e-05  3.57664496e-07  9.59301720e-05  3.78962491e-07  9.59301720e-05  8.90317594e-06  9.59301720e-05  2.19638177e-07 
 9.65831152e-05  9.65831152e-05  9.65831152e-05  7.40352140e-07  9.65831152e-05  3.56590437e-07  9.65831152e-05 -8.26116907e-06  9.65831152e-05  2.19078647e-07 
 9.73314827e-05  9.73314827e-05  9.73314827e-05  1.79996346e+00  9.73314827e-05  3.70597746e-07  9.73314827e-05  8.86429106e-06  9.73314827e-05  2.19439856e-07 
 9.78708791e-05  9.78708791e-05  9.78708791e-05  1.80003873e+00  9.78708791e-05  3.37614732e-07  9.78708791e-05 -8.22647135e-06  9.78708791e-05  2.18966508e-07 
 9.82610849e-05  9.82610849e-05  9.82610849e-05  1.04749021e-05  9.82610849e-05  3.59409893e-07  9.82610849e-05  8.80079802e-06  9.82610849e-05  2.19385671e-07 
 9.85450973e-05  9.85450973e-05  9.85450973e-05 -1.00331146e-05  9.85450973e-05  3.21583781e-07  9.85450973e-05 -8.15329886e-06  9.85450973e-05  2.18874809e-07 
 9.85805308e-05  9.85805308e-05  9.85805308e-05  1.03533046e-06  9.85805308e-05  3.43921084e-07  9.85805308e-05  1.58205668e-07  9.85805308e-05  2.19098045e-07 
 9.86513977e-05  9.86513977e-05  9.86513977e-05 -5.19221733e-07  9.86513977e-05  3.33996129e-07  9.86513977e-05  2.71718323e-07  9.86513977e-05  2.19091317e-07 
 9.87931316e-05  9.87931316e-05  9.87931316e-05  9.84181832e-07  9.87931316e-05  3.39574726e-07  9.87931316e-05  1.69642833e-07  9.87931316e-05  2.19068359e-07 
 9.90675301e-05  9.90675301e-05  9.90675301e-05 -5.14960942e-07  9.90675301e-05  3.30155543e-07  9.90675301e-05  2.66658088e-07  9.90675301e-05  2.19057798e-07 
 9.96163272e-05  9.96163272e-05  9.96163272e-05  9.80097653e-07  9.96163272e-05  3.43030784e-07  9.96163272e-05  1.73344858e-07  9.96163272e-05  2.18971661e-07 
 1.00569629e-04  1.00569629e-04  1.00569629e-04 -4.37626649e-07  1.00569629e-04  7.59929575e-06  1.00569629e-04  2.66326963e-07  1.00569629e-04  2.18899280e-07 
 1.01609007e-04  1.01609007e-04  1.01609007e-04  1.09352589e-06  1.01609007e-04  1.79997420e+00  1.01609007e-04  1.77160190e-07  1.01609007e-04  2.18734191e-07 
 1.02361839e-04  1.02361839e-04  1.02361839e-04 -3.86314423e-07  1.02361839e-04  1.79998932e+00  1.02361839e-04  2.65803408e-07  1.02361839e-04  2.18792267e-07 
 1.02841971e-04  1.02841971e-04  1.02841971e-04  1.12034422e-06  1.02841971e-04  7.40550717e-06  1.02841971e-04  1.82290821e-07  1.02841971e-04  2.18713976e-07 
 1.03208593e-04  1.03208593e-04  1.03208593e-04 -3.87071594e-07  1.03208593e-04 -7.10655176e-06  1.03208593e-04  2.60942736e-07  1.03208593e-04  2.18690639e-07 
 1.03576055e-04  1.03576055e-04  1.03576055e-04  1.13230248e-06  1.03576055e-04  7.82995581e-06  1.03576055e-04  1.89342039e-07  1.03576055e-04  2.18582038e-07 
 1.04076966e-04  1.04076966e-04  1.04076966e-04 -3.94952072e-07  1.04076966e-04 -7.40230772e-06  1.04076966e-04  2.56228824e-07  1.04076966e-04  2.18576969e-07 
 1.04588806e-04  1.04588806e-04  1.04588806e-04  1.13313328e-06  1.04588806e-04  8.02747735e-06  1.04588806e-04  1.94790740e-07  1.04588806e-04  2.18499299e-07 
 1.05612485e-04  1.05612485e-04  1.05612485e-04 -4.14496481e-07  1.05612485e-04 -7.45544662e-06  1.05612485e-04  2.54069495e-07  1.05612485e-04  2.18444404e-07 
 1.06662054e-04  1.06662054e-04  1.06662054e-04  1.68530084e-06  1.06662054e-04  8.15133649e-06  1.06662054e-04  1.98693974e-07  1.06662054e-04  2.18340395e-07 
 1.07853474e-04  1.07853474e-04  1.07853474e-04  1.79997526e+00  1.07853474e-04 -7.37501298e-06  1.07853474e-04  2.53635101e-07  1.07853474e-04  2.18257372e-07 
 1.08696589e-04  1.08696589e-04  1.08696589e-04  1.80003372e+00  1.08696589e-04  8.14318947e-06  1.08696589e-04  2.02637479e-07  1.08696589e-04  2.18225124e-07 
 1.09237813e-04  1.09237813e-04  1.09237813e-04  6.74149578e-06  1.09237813e-04 -7.33864555e-06  1.09237813e-04  2.51105907e-07  1.09237813e-04  2.18179782e-07 
 1.09668495e-04  1.09668495e-04  1.09668495e-04 -6.35483540e-06  1.09668495e-04  8.07992266e-06  1.09668495e-04  2.08186202e-07  1.09668495e-04  2.18160920e-07 
 1.10076162e-04  1.10076162e-04  1.10076162e-04  7.04309828e-06  1.10076162e-04 -7.28780716e-06  1.10076162e-04  2.46386616e-07  1.10076162e-04  2.18089944e-07 
 1.10626529e-04  1.10626529e-04  1.10626529e-04 -6.58027749e-06  1.10626529e-04  8.01328685e-06  1.10626529e-04  2.13533242e-07  1.10626529e-04  2.18120229e-07 
 1.11210219e-04  1.11210219e-04  1.11210219e-04  7.18777425e-06  1.11210219e-04 -7.26544923e-06  1.11210219e-04  2.43496735e-07  1.11210219e-04  2.18001057e-07 
 1.12326052e-04  1.12326052e-04  1.12326052e-04 -6.58429629e-06  1.12326052e-04  8.02052391e-06  1.12326052e-04  2.17464370e-07  1.12326052e-04  2.18023536e-07 
 1.13624140e-04  1.13624140e-04  1.13624140e-04  7.29877344e-06  1.13624140e-04  1.36303478e-04  1.13624140e-04  2.43475596e-07  1.13624140e-04  2.17858000e-07 
 1.15114423e-04  1.15114423e-04  1.15114423e-04 -6.50360928e-06  1.15114423e-04  1.80000012e+00  1.15114423e-04  2.20726488e-07  1.15114423e-04  2.17868357e-07 
 1.16046175e-04  1.16046175e-04  1.16046175e-04  7.28187605e-06  1.16046175e-04  7.19797456e-02  1.16046175e-04  2.43147196e-07  1.16046175e-04  2.17783232e-07 
 1.16496710e-04  1.16496710e-04  1.16496710e-04 -6.45267125e-06  1.16496710e-04 -5.61306560e-06  1.16496710e-04  2.24698805e-07  1.16496710e-04  2.17888590e-07 
 1.16952759e-04  1.16952759e-04  1.16952759e-04  7.19835539e-06  1.16952759e-04  6.06031387e-06  1.16952759e-04  2.39329478e-07  1.16952759e-04  2.17723639e-07 
 1.17440656e-04  1.17440656e-04  1.17440656e-04 -6.39914390e-06  1.17440656e-04 -5.62236611e-06  1.17440656e-04  2.29080095e-07  1.17440656e-04  2.17792074e-07 
 1.17941905e-04  1.17941905e-04  1.17941905e-04  7.15102703e-06  1.17941905e-04  6.06621807e-06  1.17941905e-04  2.36070658e-07  1.17941905e-04  2.17636720e-07 
 1.18797252e-04  1.18797252e-04  1.18797252e-04 -4.36375236e-06  1.18797252e-04 -5.54568551e-06  1.18797252e-04  2.32371517e-07  1.18797252e-04  2.17746767e-07 
 1.19735467e-04  1.19735467e-04  1.19735467e-04  1.79998673e+00  1.19735467e-04  6.15929481e-06  1.19735467e-04  2.34648205e-07  1.19735467e-04  2.17540721e-07 
 1.20445034e-04  1.20445034e-04  1.20445034e-04  1.80001707e+00  1.20445034e-04 -5.51537898e-06  1.20445034e-04  2.34827226e-07  1.20445034e-04  2.17729839e-07 
 1.20922250e-04  1.20922250e-04  1.20922250e-04  1.50717413e-05  1.20922250e-04  6.20558282e-06  1.20922250e-04  2.31882188e-07  1.20922250e-04  2.17532054e-07 
 1.21305029e-04  1.21305029e-04  1.21305029e-04 -1.49260041e-05  1.21305029e-04 -5.54221829e-06  1.21305029e-04  2.38738897e-07  1.21305029e-04  2.17696898e-07 
 1.21709688e-04  1.21709688e-04  1.21709688e-04  1.64623400e-05  1.21709688e-04  6.24348453e-06  1.21709688e-04  2.27901909e-07  1.21709688e-04  2.17456945e-07 
 1.22153444e-04  1.22153444e-04  1.22153444e-04 -1.57604457e-05  1.22153444e-04 -5.57585113e-06  1.22153444e-04  2.42314131e-07  1.22153444e-04  2.17686804e-07 
 1.22694937e-04  1.22694937e-04  1.22694937e-04  1.66987463e-05  1.22694937e-04  6.26806487e-06  1.22694937e-04  2.24825346e-07  1.22694937e-04  2.17400022e-07 
 1.23533115e-04  1.23533115e-04  1.23533115e-04 -1.58405449e-05  1.23533115e-04 -5.60505482e-06  1.23533115e-04  2.44331593e-07  1.23533115e-04  2.17647272e-07 
 1.25209471e-04  1.25209471e-04  1.25209471e-04  1.67988114e-05  1.25209471e-04  6.26271789e-06  1.25209471e-04  2.23102504e-07  1.25209471e-04  2.17317440e-07 
 1.27302545e-04  1.27302545e-04  1.27302545e-04 -1.57377321e-05  1.27302545e-04  1.79897924e+00  1.27302545e-04  2.44312234e-07  1.27302545e-04  2.17544411e-07 
 1.28651057e-04  1.28651057e-04  1.28651057e-04  1.67626821e-05  1.28651057e-04  1.80002345e+00  1.28651057e-04  2.21636861e-07  1.28651057e-04  2.17230126e-07 
 1.30041087e-04  1.30041087e-04  1.30041087e-04 -1.57581925e-05  1.30041087e-04 -2.57736779e-06  1.30041087e-04  2.44965567e-07  1.30041087e-04  2.17550283e-07 
 1.31033743e-04  1.31033743e-04  1.31033743e-04  1.80000885e+00  1.31033743e-04  3.00511158e-06  1.31033743e-04  2.20185281e-07  1.31033743e-04  2.17185404e-07 
 1.31854519e-04  1.31854519e-04  1.31854519e-04  1.79999042e+00  1.31854519e-04 -2.55091089e-06  1.31854519e-04  2.46237929e-07  1.31854519e-04  2.17494577e-07 
 1.32392264e-04  1.32392264e-04  1.32392264e-04  2.27375236e-05  1.32392264e-04  3.00859663e-06  1.32392264e-04  2.18015995e-07  1.32392264e-04  2.17195157e-07 
 1.32785281e-04  1.32785281e-04  1.32785281e-04 -2.24347561e-05  1.32785281e-04 -2.52832738e-06  1.32785281e-04  2.48954353e-07  1.32785281e-04  2.17481455e-07 
 1.33210818e-04  1.33210818e-04  1.33210818e-04  2.44162783e-05  1.33210818e-04  3.11757858e-06  1.33210818e-04  2.14871388e-07  1.33210818e-04  2.17129348e-07 
 1.33675231e-04  1.33675231e-04  1.33675231e-04 -2.34180188e-05  1.33675231e-04 -2.57857001e-06  1.33675231e-04  2.51551837e-07  1.33675231e-04  2.17496057e-07 
 1.34159125e-04  1.34159125e-04  1.34159125e-04  2.46605427e-05  1.34159125e-04  3.23145442e-06  1.34159125e-04  2.12295957e-07  1.34159125e-04  2.17082240e-07 
 1.34952966e-04  1.34952966e-04  1.34952966e-04 -2.35498013e-05  1.34952966e-04 -2.61946347e-06  1.34952966e-04  2.53283439e-07  1.34952966e-04  2.17490116e-07 
 1.36479486e-04  1.36479486e-04  1.36479486e-04  2.47403361e-05  1.36479486e-04  3.29367210e-06  1.36479486e-04  2.10940261e-07  1.36479486e-04  2.17028052e-07 
 1.38645522e-04  1.38645522e-04  1.38645522e-04 -2.34343313e-05  1.38645522e-04 -2.65187068e-06  1.38645522e-04  2.53455021e-07  1.38645522e-04  2.17441205e-07 
 1.39187031e-04  1.39187031e-04  1.39187031e-04  3.28492648e-07  1.39187031e-04  3.34712945e-07  1.39187031e-04  2.31621490e-07  1.39187031e-04  2.17209649e-07 
 1.40270049e-04  1.40270049e-04  1.40270049e-04  3.37033512e-07  1.40270049e-04  3.07539780e-07  1.40270049e-04  2.32047874e-07  1.40270049e-04  2.17205744e-07 
 1.42436085e-04  1.42436085e-04  1.42436085e-04  3.84405802e-07  1.42436085e-04  9.15698824e-03  1.42436085e-04  2.31423910e-07  1.42436085e-04  2.17180574e-07 
 1.44522260e-04  1.44522260e-04  1.44522260e-04  1.79998667e+00  1.44522260e-04  1.79998867e+00  1.44522260e-04  2.32053323e-07  1.44522260e-04  2.17163425e-07 
 1.46101857e-04  1.46101857e-04  1.46101857e-04  1.68175381e+00  1.46101857e-04  1.18855437e-05  1.46101857e-04  2.31927778e-07  1.46101857e-04  2.17230781e-07 
 1.46889355e-04  1.46889355e-04  1.46889355e-04  3.09227509e-06  1.46889355e-04 -1.11776135e-05  1.46889355e-04  2.32749521e-07  1.46889355e-04  2.17237921e-07 
 1.47573957e-04  1.47573957e-04  1.47573957e-04 -2.73282189e-06  1.47573957e-04  1.18250288e-05  1.47573957e-04  2.32589239e-07  1.47573957e-04  2.17142216e-07 
 1.48232560e-04  1.48232560e-04  1.48232560e-04  3.27295945e-06  1.48232560e-04 -1.12045727e-05  1.48232560e-04  2.33546078e-07  1.48232560e-04  2.17180764e-07 
 1.49017521e-04  1.49017521e-04  1.49017521e-04 -2.87588938e-06  1.49017521e-04  1.18341642e-05  1.49017521e-04  2.33778924e-07  1.49017521e-04  2.17144607e-07 
 1.49956189e-04  1.49956189e-04  1.49956189e-04  3.37554510e-06  1.49956189e-04 -1.11448663e-05  1.49956189e-04  2.35438949e-07  1.49956189e-04  2.17155571e-07 
 1.51348153e-04  1.51348153e-04  1.51348153e-04 -2.90583678e-06  1.51348153e-04  1.18882040e-05  1.51348153e-04  2.37638887e-07  1.51348153e-04  2.17137758e-07 
 1.53555794e-04  1.53555794e-04  1.53555794e-04  3.51341513e-06  1.53555794e-04 -1.10633541e-05  1.53555794e-04  2.46282709e-07  1.53555794e-04  2.17135151e-07 
 1.56511267e-04  1.56511267e-04  1.56511267e-04 -2.84483626e-06  1.56511267e-04  1.18681867e-05  1.56511267e-04  2.75442517e-07  1.56511267e-04  2.17107243e-07 
 1.59103024e-04  1.59103024e-04  1.59103024e-04  3.60871614e-06  1.59103024e-04 -1.11883937e-05  1.59103024e-04  3.88025706e-07  1.59103024e-04  2.17117649e-07 
 1.59182805e-04  1.59182805e-04  1.59182805e-04  3.87671157e-07  1.59182805e-04  3.29816216e-07  1.59182805e-04  3.94350843e-07  1.59182805e-04  2.17117710e-07 
 1.59342367e-04  1.59342367e-04  1.59342367e-04  4.39101490e-07  1.59342367e-04  6.60142704e-07  1.59342367e-04  4.12497481e-07  1.59342367e-04  2.17107528e-07 
 1.59661492e-04  1.59661492e-04  1.59661492e-04  2.49118457e-05  1.59661492e-04  4.50495542e-06  1.59661492e-04  4.74113258e-07  1.59661492e-04  2.17107829e-07 
 1.59991515e-04  1.59991515e-04  1.59991515e-04  1.79992127e+00  1.59991515e-04  2.06869614e-04  1.59991515e-04  5.94719094e-07  1.59991515e-04  2.17026964e-07 
 1.60234827e-04  1.60234827e-04  1.60234827e-04  1.80007891e+00  1.60234827e-04  8.29305411e-03  1.60234827e-04  8.50505645e-07  1.60234827e-04  2.17167289e-07 
 1.60262631e-04  1.60262631e-04  1.60262631e-04  1.80000130e+00  1.60262631e-04  1.30145196e-02  1.60262631e-04  9.13897304e-07  1.60262631e-04  2.17105270e-07 
 1.60318239e-04  1.60318239e-04  1.60318239e-04  1.80001261e+00  1.60318239e-04  3.22400718e-02  1.60318239e-04  1.02143244e-06  1.60318239e-04  2.17311499e-07 
 1.60429455e-04  1.60429455e-04  1.60429455e-04  1.79984790e+00  1.60429455e-04  1.03147752e+00  1.60429455e-04  1.38114867e-06  1.60429455e-04  2.16906326e-07 
 1.60542734e-04  1.60542734e-04  1.60542734e-04  1.77194842e+00  1.60542734e-04  1.80000280e+00  1.60542734e-04  1.90421432e-06  1.60542734e-04  2.17045301e-07 
 1.60636944e-04  1.60636944e-04  1.60636944e-04  1.02544745e+00  1.60636944e-04  1.79999582e+00  1.60636944e-04  2.59883072e-06  1.60636944e-04  2.17022256e-07 
 1.60734582e-04  1.60734582e-04  1.60734582e-04  1.06227315e-01  1.60734582e-04  1.80002592e+00  1.60734582e-04  4.09100734e-06  1.60734582e-04  2.17301946e-07 
 1.60798906e-04  1.60798906e-04  1.60798906e-04  3.88297519e-02  1.60798906e-04  1.79994901e+00  1.60798906e-04  5.37046621e-06  1.60798906e-04  2.17515843e-07 
 1.60871028e-04  1.60871028e-04  1.60871028e-04  1.49048028e-02  1.60871028e-04  1.77686962e+00  1.60871028e-04  7.68638815e-06  1.60871028e-04  2.16528509e-07 
 1.60952460e-04  1.60952460e-04  1.60952460e-04  3.48294702e-03  1.60952460e-04  2.30594398e-01  1.60952460e-04  1.17688015e-05  1.60952460e-04  2.18100626e-07 
 1.61009244e-04  1.61009244e-04  1.61009244e-04  1.03802806e-03  1.61009244e-04  1.15204447e-03  1.61009244e-04  1.65737400e-05  1.61009244e-04  2.16049458e-07 
 1.61062005e-04  1.61062005e-04  1.61062005e-04  2.96148549e-04  1.61062005e-04  9.25440724e-05  1.61062005e-04  2.33532121e-05  1.61062005e-04  2.18319349e-07 
 1.61139603e-04  1.61139603e-04  1.61139603e-04  4.32899949e-05  1.61139603e-04 -4.51962497e-05  1.61139603e-04  4.07275074e-05  1.61139603e-04  2.16180446e-07 
 1.61253158e-04  1.61253158e-04  1.61253158e-04  5.07592137e-06  1.61253158e-04  4.60902385e-05  1.61253158e-04  1.11541179e-04  1.61253158e-04  2.18097514e-07 
 1.61414988e-04  1.61414988e-04  1.61414988e-04 -8.34831241e-07  1.61414988e-04 -4.63152597e-05  1.61414988e-04  1.10372908e-03  1.61414988e-04  2.16392721e-07 
 1.61640041e-04  1.61640041e-04  1.61640041e-04  1.41337546e-06  1.61640041e-04  4.69053042e-05  1.61640041e-04  1.79988950e+00  1.61640041e-04  2.17773822e-07 
 1.61799857e-04  1.61799857e-04  1.61799857e-04 -7.83832661e-07  1.61799857e-04 -4.69286683e-05  1.61799857e-04  1.80010994e+00  1.61799857e-04  2.16676932e-07 
