 time            time            time            N1              time            N2              time            N3              time            N4             
 1.61969149e-04  1.61969149e-04  1.61969149e-04  1.23014269e-06  1.61969149e-04  4.75407072e-05  1.61969149e-04  1.58380180e-05  1.61969149e-04  2.17616597e-07 
 1.62062542e-04  1.62062542e-04  1.62062542e-04 -6.07101408e-07  1.62062542e-04 -4.75830467e-05  1.62062542e-04 -9.05907862e-06  1.62062542e-04  2.17153021e-07 
 1.62171886e-04  1.62171886e-04  1.62171886e-04  1.05546876e-06  1.62171886e-04  4.83087388e-05  1.62171886e-04  9.45476599e-06  1.62171886e-04  2.17059319e-07 
 1.62295067e-04  1.62295067e-04  1.62295067e-04 -4.71031582e-07  1.62295067e-04 -4.81175638e-05  1.62295067e-04 -8.40489637e-06  1.62295067e-04  2.17373895e-07 
 1.62541429e-04  1.62541429e-04  1.62541429e-04  9.93898443e-07  1.62541429e-04  4.86799734e-05  1.62541429e-04  8.93152179e-06  1.62541429e-04  2.16850619e-07 
 1.63019376e-04  1.63019376e-04  1.63019376e-04 -4.21711048e-07  1.63019376e-04 -4.82472718e-05  1.63019376e-04 -8.22239642e-06  1.63019376e-04  2.17455079e-07 
 1.63787086e-04  1.63787086e-04  1.63787086e-04  1.01391313e-06  1.63787086e-04  4.87589931e-05  1.63787086e-04  8.81869926e-06  1.63787086e-04  2.16779122e-07 
 1.65322505e-04  1.65322505e-04  1.65322505e-04 -3.79954608e-07  1.65322505e-04 -4.82650523e-05  1.65322505e-04 -8.16338538e-06  1.65322505e-04  2.17460339e-07 
 1.68232578e-04  1.68232578e-04  1.68232578e-04  1.03909486e-06  1.68232578e-04  4.87668663e-05  1.68232578e-04  8.78788052e-06  1.68232578e-04  2.16733081e-07 
 1.70619487e-04  1.70619487e-04  1.70619487e-04 -2.93370885e-07  1.70619487e-04 -4.91245273e-05  1.70619487e-04 -8.13514931e-06  1.70619487e-04  2.17472093e-07 
 1.70959905e-04  1.70959905e-04  1.70959905e-04  7.45351979e-06  1.70959905e-04  6.95322297e-07  1.70959905e-04  2.08464461e-07  1.70959905e-04  2.17082971e-07 
 1.71640741e-04  1.71640741e-04  1.71640741e-04  1.79996120e+00  1.71640741e-04  3.12345938e-04  1.71640741e-04  2.51437606e-07  1.71640741e-04  2.17073671e-07 
 1.72101679e-04  1.72101679e-04  1.72101679e-04  1.80004018e+00  1.72101679e-04  1.79994416e+00  1.72101679e-04  2.10318266e-07  1.72101679e-04  2.17017147e-07 
 1.72473622e-04  1.72473622e-04  1.72473622e-04  1.10178327e-05  1.72473622e-04  1.80005682e+00  1.72473622e-04  2.50630595e-07  1.72473622e-04  2.17293748e-07 
 1.72731679e-04  1.72731679e-04  1.72731679e-04 -1.05145817e-05  1.72731679e-04  1.67063164e-05  1.72731679e-04  2.12533243e-07  1.72731679e-04  2.17251883e-07 
 1.72904662e-04  1.72904662e-04  1.72904662e-04  1.16956918e-05  1.72904662e-04 -1.58025580e-05  1.72904662e-04  2.48450534e-07  1.72904662e-04  2.17234080e-07 
 1.73096096e-04  1.73096096e-04  1.73096096e-04 -1.12335365e-05  1.73096096e-04  1.79800074e-05  1.73096096e-04  2.15404086e-07  1.73096096e-04  2.17130086e-07 
 1.73304613e-04  1.73304613e-04  1.73304613e-04  1.22102880e-05  1.73304613e-04 -1.70502832e-05  1.73304613e-04  2.46464046e-07  1.73304613e-04  2.17190443e-07 
 1.73588006e-04  1.73588006e-04  1.73588006e-04 -1.16603819e-05  1.73588006e-04  1.84103319e-05  1.73588006e-04  2.17475705e-07  1.73588006e-04  2.17101395e-07 
 1.73980218e-04  1.73980218e-04  1.73980218e-04  1.24577773e-05  1.73980218e-04 -1.73921848e-05  1.73980218e-04  2.45662467e-07  1.73980218e-04  2.17126406e-07 
 1.74637956e-04  1.74637956e-04  1.74637956e-04 -1.17538789e-05  1.74637956e-04  1.84895715e-05  1.74637956e-04  2.18888018e-07  1.74637956e-04  2.17102173e-07 
 1.75633938e-04  1.75633938e-04  1.75633938e-04  1.25015769e-05  1.75633938e-04 -1.73535525e-05  1.75633938e-04  2.46103915e-07  1.75633938e-04  2.17110549e-07 
 1.77625901e-04  1.77625901e-04  1.77625901e-04 -1.16689030e-05  1.77625901e-04  1.84918947e-05  1.77625901e-04  2.20563017e-07  1.77625901e-04  2.17102086e-07 
 1.80251075e-04  1.80251075e-04  1.80251075e-04  1.25128236e-05  1.80251075e-04 -1.72698594e-05  1.80251075e-04  2.47360911e-07  1.80251075e-04  2.17096106e-07 
 1.83373026e-04  1.83373026e-04  1.83373026e-04 -1.16966242e-05  1.83373026e-04  1.84495405e-05  1.83373026e-04  2.21007305e-07  1.83373026e-04  2.17093403e-07 
 1.86209268e-04  1.86209268e-04  1.86209268e-04  1.80001769e+00  1.86209268e-04 -1.76033192e-05  1.86209268e-04  2.46350514e-07  1.86209268e-04  2.17092725e-07 
 1.88449728e-04  1.88449728e-04  1.88449728e-04  4.63044838e-03  1.88449728e-04  1.80002922e+00  1.88449728e-04  2.20205597e-07  1.88449728e-04  2.17107156e-07 
 1.89938655e-04  1.89938655e-04  1.89938655e-04  4.45919986e-06  1.89938655e-04 -5.24886011e-06  1.89938655e-04  2.45662245e-07  1.89938655e-04  2.17162143e-07 
 1.91142605e-04  1.91142605e-04  1.91142605e-04 -3.99314999e-06  1.91142605e-04  5.76893861e-06  1.91142605e-04  2.20172407e-07  1.91142605e-04  2.17145900e-07 
 1.92406563e-04  1.92406563e-04  1.92406563e-04  4.50033490e-06  1.92406563e-04 -5.24307518e-06  1.92406563e-04  2.45078170e-07  1.92406563e-04  2.17069584e-07 
 1.93675857e-04  1.93675857e-04  1.93675857e-04 -4.00509406e-06  1.93675857e-04  5.83758433e-06  1.93675857e-04  2.20139047e-07  1.93675857e-04  2.17139030e-07 
 1.95180330e-04  1.95180330e-04  1.95180330e-04  4.58112473e-06  1.95180330e-04 -5.20339718e-06  1.95180330e-04  2.44489833e-07  1.95180330e-04  2.17071113e-07 
 1.97095012e-04  1.97095012e-04  1.97095012e-04 -3.94765738e-06  1.97095012e-04  5.84774980e-06  1.97095012e-04  2.19920928e-07  1.97095012e-04  2.17132951e-07 
 1.99860471e-04  1.99860471e-04  1.99860471e-04  4.59895048e-06  1.99860471e-04 -5.20552016e-06  1.99860471e-04  2.43835928e-07  1.99860471e-04  2.17060796e-07 
 2.02643705e-04  2.02643705e-04  2.02643705e-04 -3.94069889e-06  2.02643705e-04  5.85936553e-06  2.02643705e-04  2.19692287e-07  2.02643705e-04  2.17131308e-07 
 2.05350018e-04  2.05350018e-04  2.05350018e-04  1.79999944e+00  2.05350018e-04  1.79997630e+00  2.05350018e-04  2.44082132e-07  2.05350018e-04  2.17045296e-07 
 2.07193137e-04  2.07193137e-04  2.07193137e-04  8.35036916e-01  2.07193137e-04  1.62207296e-05  2.07193137e-04  2.21191872e-07  2.07193137e-04  2.17201143e-07 
 2.08471633e-04  2.08471633e-04  2.08471633e-04  3.50935662e-07  2.08471633e-04 -1.52305847e-05  2.08471633e-04  2.45948055e-07  2.08471633e-04  2.17122378e-07 
 2.09734211e-04  2.09734211e-04  2.09734211e-04  9.08895625e-08  2.09734211e-04  1.61037071e-05  2.09734211e-04  2.24312140e-07  2.09734211e-04  2.17112020e-07 
 2.10942610e-04  2.10942610e-04  2.10942610e-04  3.73143928e-07  2.10942610e-04 -1.51822760e-05  2.10942610e-04  2.50094584e-07  2.10942610e-04  2.17102128e-07 
 2.12488106e-04  2.12488106e-04  2.12488106e-04  1.18888034e-07  2.12488106e-04  1.60934783e-05  2.12488106e-04  2.32686011e-07  2.12488106e-04  2.17112362e-07 
 2.14353739e-04  2.14353739e-04  2.14353739e-04  4.37057869e-07  2.14353739e-04 -1.51103035e-05  2.14353739e-04  2.68160583e-07  2.14353739e-04  2.17099446e-07 
 2.16936510e-04  2.16936510e-04  2.16936510e-04  1.57613887e-07  2.16936510e-04  1.60544902e-05  2.16936510e-04  2.90767258e-07  2.16936510e-04  2.17104390e-07 
 2.17305705e-04  2.17305705e-04  2.17305705e-04  2.99667265e-07  2.17305705e-04  3.18226458e-07  2.17305705e-04  3.15045195e-07  2.17305705e-04  2.17097987e-07 
 2.18044097e-04  2.18044097e-04  2.18044097e-04  3.05515554e-07  2.18044097e-04  2.56420868e-07  2.18044097e-04  3.53606978e-07  2.18044097e-04  2.17098772e-07 
 2.19520879e-04  2.19520879e-04  2.19520879e-04  2.99485209e-07  2.19520879e-04  3.17800491e-07  2.19520879e-04  1.20719441e-06  2.19520879e-04  2.17097773e-07 
 2.21157807e-04  2.21157807e-04  2.21157807e-04  3.05818046e-07  2.21157807e-04  2.56239958e-07  2.21157807e-04  1.79998358e+00  2.21157807e-04  2.17083068e-07 
 2.22367973e-04  2.22367973e-04  2.22367973e-04  3.18672066e-07  2.22367973e-04  3.39794330e-07  2.22367973e-04  1.79957968e+00  2.22367973e-04  2.17124126e-07 
 2.23105689e-04  2.23105689e-04  2.23105689e-04  6.68104069e-07  2.23105689e-04  3.71023420e-07  2.23105689e-04  4.58191854e-06  2.23105689e-04  2.17123726e-07 
 2.23744261e-04  2.23744261e-04  2.23744261e-04  1.79995731e+00  2.23744261e-04  3.84509883e-06  2.23744261e-04 -4.14571616e-06  2.23744261e-04  2.17061752e-07 
 2.24248592e-04  2.24248592e-04  2.24248592e-04  1.80004418e+00  2.24248592e-04  1.71036906e-04  2.24248592e-04  4.61446321e-06  2.24248592e-04  2.17153603e-07 
 2.24606926e-04  2.24606926e-04  2.24606926e-04  1.02496812e-05  2.24606926e-04  6.17290756e-03  2.24606926e-04 -4.19118821e-06  2.24606926e-04  2.17171357e-07 
 2.24855646e-04  2.24855646e-04  2.24855646e-04 -1.00385913e-05  2.24855646e-04  1.79849362e+00  2.24855646e-04  4.67384335e-06  2.24855646e-04  2.17100468e-07 
 2.25114765e-04  2.25114765e-04  2.25114765e-04  1.11620251e-05  2.25114765e-04  1.80007769e+00  2.25114765e-04 -4.25660311e-06  2.25114765e-04  2.16932868e-07 
 2.25318729e-04  2.25318729e-04  2.25318729e-04 -1.08809158e-05  2.25318729e-04  1.79992131e+00  2.25318729e-04  4.73807696e-06  2.25318729e-04  2.17302268e-07 
 2.25528181e-04  2.25528181e-04  2.25528181e-04  1.19314696e-05  2.25528181e-04  2.00995606e-04  2.25528181e-04 -4.32228727e-06  2.25528181e-04  2.17298999e-07 
 2.25643200e-04  2.25643200e-04  2.25643200e-04 -1.18278506e-05  2.25643200e-04 -7.73704910e-05  2.25643200e-04  4.81486921e-06  2.25643200e-04  2.17166396e-07 
 2.25773718e-04  2.25773718e-04  2.25773718e-04  1.29426736e-05  2.25773718e-04  8.21504253e-05  2.25773718e-04 -4.40537117e-06  2.25773718e-04  2.17387486e-07 
 2.25918897e-04  2.25918897e-04  2.25918897e-04 -1.27047185e-05  2.25918897e-04 -7.82926849e-05  2.25918897e-04  4.87456307e-06  2.25918897e-04  2.16888801e-07 
 2.26175705e-04  2.26175705e-04  2.26175705e-04  1.35142260e-05  2.26175705e-04  8.17185008e-05  2.26175705e-04 -4.44561521e-06  2.26175705e-04  2.17438489e-07 
 2.26472545e-04  2.26472545e-04  2.26472545e-04 -1.30833955e-05  2.26472545e-04 -7.85670688e-05  2.26472545e-04  4.89769647e-06  2.26472545e-04  2.16833681e-07 
 2.26972945e-04  2.26972945e-04  2.26972945e-04  1.37655493e-05  2.26972945e-04  8.14989617e-05  2.26972945e-04 -4.46222250e-06  2.26972945e-04  2.17373966e-07 
 2.27782249e-04  2.27782249e-04  2.27782249e-04 -1.31893046e-05  2.27782249e-04 -7.85345272e-05  2.27782249e-04  4.90683526e-06  2.27782249e-04  2.16857675e-07 
 2.29300447e-04  2.29300447e-04  2.29300447e-04  1.38300286e-05  2.29300447e-04  8.13878468e-05  2.29300447e-04 -4.46759702e-06  2.29300447e-04  2.17350459e-07 
 2.31821574e-04  2.31821574e-04  2.31821574e-04 -1.31372026e-05  2.31821574e-04 -7.84729892e-05  2.31821574e-04  4.90972446e-06  2.31821574e-04  2.16871017e-07 
 2.36341709e-04  2.36341709e-04  2.36341709e-04  1.38511717e-05  2.36341709e-04  8.13373697e-05  2.36341709e-04 -4.46894012e-06  2.36341709e-04  2.17330014e-07 
 2.40633135e-04  2.40633135e-04  2.40633135e-04 -1.33113718e-05  2.40633135e-04 -7.88586117e-05  2.40633135e-04  4.91371229e-06  2.40633135e-04  2.16875804e-07 
 2.40770203e-04  2.40770203e-04  2.40770203e-04  1.23469693e-06  2.40770203e-04  2.19900922e-07  2.40770203e-04  2.21565501e-07  2.40770203e-04  2.17066551e-07 
 2.41044340e-04  2.41044340e-04  2.41044340e-04  6.21932395e-05  2.41044340e-04  4.03211026e-07  2.41044340e-04  2.20843394e-07  2.41044340e-04  2.17151240e-07 
 2.41357318e-04  2.41357318e-04  2.41357318e-04  1.79991759e+00  2.41357318e-04  2.70246875e-07  2.41357318e-04  2.21900829e-07  2.41357318e-04  2.16948710e-07 
 2.41583922e-04  2.41583922e-04  2.41583922e-04  1.80008251e+00  2.41583922e-04  4.69257000e-07  2.41583922e-04  2.21737009e-07  2.41583922e-04  2.17248917e-07 
 2.41794195e-04  2.41794195e-04  2.41794195e-04  1.42585589e-05  2.41794195e-04  4.19896290e-07  2.41794195e-04  2.21932404e-07  2.41794195e-04  2.17074459e-07 
 2.41914841e-04  2.41914841e-04  2.41914841e-04 -1.28175001e-05  2.41914841e-04  6.35322210e-07  2.41914841e-04  2.22632485e-07  2.41914841e-04  2.17352626e-07 
 2.42051615e-04  2.42051615e-04  2.42051615e-04  1.43305517e-05  2.42051615e-04  8.32281978e-07  2.42051615e-04  2.21668612e-07  2.42051615e-04  2.16919713e-07 
 2.42201543e-04  2.42201543e-04  2.42201543e-04 -1.36437715e-05  2.42201543e-04  1.96164914e-06  2.42201543e-04  2.23271705e-07  2.42201543e-04  2.17286208e-07 
 2.42487237e-04  2.42487237e-04  2.42487237e-04  1.47087307e-05  2.42487237e-04  1.09444975e-05  2.42487237e-04  2.21866713e-07  2.42487237e-04  2.16967443e-07 
 2.42820031e-04  2.42820031e-04  2.42820031e-04 -1.38493353e-05  2.42820031e-04  8.91911815e-05  2.42820031e-04  2.24030575e-07  2.42820031e-04  2.17248153e-07 
 2.43416918e-04  2.43416918e-04  2.43416918e-04  1.47347020e-05  2.43416918e-04  1.20154769e-02  2.43416918e-04  2.22619516e-07  2.43416918e-04  2.16981403e-07 
 2.43513871e-04  2.43513871e-04  2.43513871e-04  3.13127994e-07  2.43513871e-04  3.49070638e-02  2.43513871e-04  2.23743023e-07  2.43513871e-04  2.17104436e-07 
 2.43707777e-04  2.43707777e-04  2.43707777e-04  2.03782491e-07  2.43707777e-04  1.79823005e+00  2.43707777e-04  2.23839177e-07  2.43707777e-04  2.17077082e-07 
 2.43845143e-04  2.43845143e-04  2.43845143e-04  2.95736646e-07  2.43845143e-04  1.80008594e+00  2.43845143e-04  2.24065224e-07  2.43845143e-04  2.16833521e-07 
 2.43964191e-04  2.43964191e-04  2.43964191e-04  2.31061976e-07  2.43964191e-04  1.79991290e+00  2.43964191e-04  2.24018569e-07  2.43964191e-04  2.17248360e-07 
 2.44090984e-04  2.44090984e-04  2.44090984e-04  2.75462576e-07  2.44090984e-04  1.29416522e-03  2.44090984e-04  2.24310047e-07  2.44090984e-04  2.17359964e-07 
 2.44158148e-04  2.44158148e-04  2.44158148e-04  2.60182657e-07  2.44158148e-04 -1.04228373e-04  2.44158148e-04  2.24032517e-07  2.44158148e-04  2.17078513e-07 
 2.44236750e-04  2.44236750e-04  2.44236750e-04  2.48677949e-07  2.44236750e-04  1.06649112e-04  2.44236750e-04  2.24587667e-07  2.44236750e-04  2.17561966e-07 
 2.44324657e-04  2.44324657e-04  2.44324657e-04  2.82181108e-07  2.44324657e-04 -1.05426419e-04  2.44324657e-04  2.24400651e-07  2.44324657e-04  2.16989057e-07 
 2.44480914e-04  2.44480914e-04  2.44480914e-04  2.37747096e-07  2.44480914e-04  1.07274880e-04  2.44480914e-04  2.24320081e-07  2.44480914e-04  2.17201655e-07 
 2.44785289e-04  2.44785289e-04  2.44785289e-04  2.93137216e-07  2.44785289e-04 -1.05819111e-04  2.44785289e-04  2.25140094e-07  2.44785289e-04  2.17236776e-07 
 2.45243533e-04  2.45243533e-04  2.45243533e-04  2.40977709e-07  2.45243533e-04  1.07356757e-04  2.45243533e-04  2.24703710e-07  2.45243533e-04  2.16947014e-07 
 2.46160023e-04  2.46160023e-04  2.46160023e-04  3.06282064e-07  2.46160023e-04 -1.05864935e-04  2.46160023e-04  2.26367320e-07  2.46160023e-04  2.17315849e-07 
 2.47480879e-04  2.47480879e-04  2.47480879e-04  2.53711645e-07  2.47480879e-04  1.07355436e-04  2.47480879e-04  2.26330089e-07  2.47480879e-04  2.16870317e-07 
 2.49933045e-04  2.49933045e-04  2.49933045e-04  3.17934120e-07  2.49933045e-04 -1.05848500e-04  2.49933045e-04  2.29267004e-07  2.49933045e-04  2.17360403e-07 
 2.54837376e-04  2.54837376e-04  2.54837376e-04  2.60616930e-07  2.54837376e-04  1.07338247e-04  2.54837376e-04  2.31609844e-07  2.54837376e-04  2.16835638e-07 
 2.59115602e-04  2.59115602e-04  2.59115602e-04  1.79999338e+00  2.59115602e-04 -1.06281998e-04  2.59115602e-04  2.34570204e-07  2.59115602e-04  2.17376504e-07 
 2.63131837e-04  2.63131837e-04  2.63131837e-04  5.85145775e-06  2.63131837e-04  5.87120486e-04  2.63131837e-04  2.33641702e-07  2.63131837e-04  2.16832533e-07 
 2.65188143e-04  2.65188143e-04  2.65188143e-04 -5.05876576e-06  2.65188143e-04  1.79974312e+00  2.65188143e-04  2.34287727e-07  2.65188143e-04  2.17408143e-07 
 2.66752736e-04  2.66752736e-04  2.66752736e-04  5.55778223e-06  2.66752736e-04  1.35680681e-04  2.66752736e-04  2.32838200e-07  2.66752736e-04  2.16819335e-07 
 2.67668173e-04  2.67668173e-04  2.67668173e-04 -5.07238523e-06  2.67668173e-04 -1.19573862e-04  2.67668173e-04  2.33898974e-07  2.67668173e-04  2.17553702e-07 
 2.68506445e-04  2.68506445e-04  2.68506445e-04  5.56677404e-06  2.68506445e-04  1.24026691e-04  2.68506445e-04  2.32450358e-07  2.68506445e-04  2.16634545e-07 
 2.69371903e-04  2.69371903e-04  2.69371903e-04 -5.07887429e-06  2.69371903e-04 -1.21204288e-04  2.69371903e-04  2.33793680e-07  2.69371903e-04  2.17629627e-07 
 2.70225088e-04  2.70225088e-04  2.70225088e-04  5.56965200e-06  2.70225088e-04  1.25304890e-04  2.70225088e-04  2.32129965e-07  2.70225088e-04  2.16539064e-07 
 2.71205359e-04  2.71205359e-04  2.71205359e-04 -5.08095243e-06  2.71205359e-04 -1.22284124e-04  2.71205359e-04  2.33696720e-07  2.71205359e-04  2.17727862e-07 
 2.72383883e-04  2.72383883e-04  2.72383883e-04  5.57578897e-06  2.72383883e-04  1.25932593e-04  2.72383883e-04  2.31787778e-07  2.72383883e-04  2.16451635e-07 
 2.73961147e-04  2.73961147e-04  2.73961147e-04 -5.04627751e-06  2.73961147e-04 -1.22660454e-04  2.73961147e-04  2.33448948e-07  2.73961147e-04  2.17798590e-07 
 2.76424814e-04  2.76424814e-04  2.76424814e-04  5.59831343e-06  2.76424814e-04  1.26005789e-04  2.76424814e-04  2.31244145e-07  2.76424814e-04  2.16401512e-07 
 2.81352147e-04  2.81352147e-04  2.81352147e-04 -5.00995469e-06  2.81352147e-04 -1.22503111e-04  2.81352147e-04  2.32706409e-07  2.81352147e-04  2.17825919e-07 
 2.88285876e-04  2.88285876e-04  2.88285876e-04  5.62971911e-06  2.88285876e-04  1.25986662e-04  2.88285876e-04  2.32403346e-07  2.88285876e-04  2.16377552e-07 
 2.95163530e-04  2.95163530e-04  2.95163530e-04  1.79998109e+00  2.95163530e-04 -1.23405176e-04  2.95163530e-04  2.57744424e-07  2.95163530e-04  2.17842208e-07 
 3.01512802e-04  3.01512802e-04  3.01512802e-04  8.87299868e-06  3.01512802e-04  9.96663493e-04  3.01512802e-04  1.79999349e+00  3.01512802e-04  2.16377453e-07 
 3.01712329e-04  3.01712329e-04  3.01712329e-04  2.18260999e-07  3.01712329e-04  2.67079514e-04  3.01712329e-04  1.79999527e+00  3.01712329e-04  2.17185334e-07 
 3.02111382e-04  3.02111382e-04  3.02111382e-04  2.16321237e-07  3.02111382e-04  3.59758091e-04  3.02111382e-04  1.79473649e+00  3.02111382e-04  2.17068232e-07 
 3.02909488e-04  3.02909488e-04  3.02909488e-04  2.23223011e-07  3.02909488e-04  1.87980549e-04  3.02909488e-04  1.15837430e-05  3.02909488e-04  2.17199170e-07 
 3.03642575e-04  3.03642575e-04  3.03642575e-04  2.16872168e-07  3.03642575e-04  1.86869584e-05  3.03642575e-04 -9.44285444e-06  3.03642575e-04  2.17071072e-07 
 3.04394613e-04  3.04394613e-04  3.04394613e-04  2.22368570e-07  3.04394613e-04  9.16748486e-06  3.04394613e-04  9.95146849e-06  3.04394613e-04  2.17186924e-07 
 3.05515540e-04  3.05515540e-04  3.05515540e-04  2.17345843e-07  3.05515540e-04  1.09352300e-05  3.05515540e-04 -9.42831189e-06  3.05515540e-04  2.17059759e-07 
 3.07757395e-04  3.07757395e-04  3.07757395e-04  2.22004270e-07  3.07757395e-04  3.38817902e-05  3.07757395e-04  9.94381460e-06  3.07757395e-04  2.17176856e-07 
 3.10236023e-04  3.10236023e-04  3.10236023e-04  2.17546412e-07  3.10236023e-04  1.43081752e-05  3.10236023e-04 -9.41482460e-06  3.10236023e-04  2.17059263e-07 
 3.12988995e-04  3.12988995e-04  3.12988995e-04  2.22424276e-07  3.12988995e-04  1.31470424e-05  3.12988995e-04  9.93770163e-06  3.12988995e-04  2.17182502e-07 
 3.18494939e-04  3.18494939e-04  3.18494939e-04  2.44866007e-07  3.18494939e-04  8.62949884e-06  3.18494939e-04 -9.40149665e-06  3.18494939e-04  2.17064006e-07 
 3.27174304e-04  3.27174304e-04  3.27174304e-04  2.65624937e-07  3.27174304e-04  4.14793879e-06  3.27174304e-04  9.94114904e-06  3.27174304e-04  2.17198020e-07 
 3.37174304e-04  3.37174304e-04  3.37174304e-04  2.73152940e-07  3.37174304e-04  1.39795799e-06  3.37174304e-04 -9.39667511e-06  3.37174304e-04  2.17093486e-07 
 3.47174304e-04  3.47174304e-04  3.47174304e-04  1.79992857e+00  3.47174304e-04  9.36086123e-07  3.47174304e-04  9.93597185e-06  3.47174304e-04  2.17254760e-07 
 3.56545435e-04  3.56545435e-04  3.56545435e-04  2.34366167e-06  3.56545435e-04  3.07455601e-07  3.56545435e-04 -9.40300283e-06  3.56545435e-04  2.17184019e-07 
 3.60522537e-04  3.60522537e-04  3.60522537e-04 -1.90411669e-06  3.60522537e-04  6.26382887e-07  3.60522537e-04  1.00216964e-05  3.60522537e-04  2.17326138e-07 
 3.64475999e-04  3.64475999e-04  3.64475999e-04  2.34755794e-06  3.64475999e-04  2.28319452e-07  3.64475999e-04 -9.44974073e-06  3.64475999e-04  2.17232274e-07 
 3.68570867e-04  3.68570867e-04  3.68570867e-04 -1.90646472e-06  3.68570867e-04  5.53222533e-07  3.68570867e-04  1.80001608e+00  3.68570867e-04  2.17386804e-07 
 3.71235703e-04  3.71235703e-04  3.71235703e-04  2.35120149e-06  3.71235703e-04  1.89981759e-07  3.71235703e-04  1.11876439e-06  3.71235703e-04  2.17301236e-07 
 3.72925390e-04  3.72925390e-04  3.72925390e-04 -1.90972438e-06  3.72925390e-04  5.24937087e-07  3.72925390e-04  3.40276696e-06  3.72925390e-04  2.17450747e-07 
 3.74413711e-04  3.74413711e-04  3.74413711e-04  2.35809944e-06  3.74413711e-04  1.78270344e-07  3.74413711e-04 -2.98159869e-06  3.74413711e-04  2.17310772e-07 
 3.75965586e-04  3.75965586e-04  3.75965586e-04 -1.90218778e-06  3.75965586e-04  5.06114061e-07  3.75965586e-04  3.41845252e-06  3.75965586e-04  2.17475761e-07 
 3.77875847e-04  3.77875847e-04  3.77875847e-04  2.36510634e-06  3.77875847e-04  1.67235804e-07  3.77875847e-04 -2.99541243e-06  3.77875847e-04  2.17346053e-07 
 3.80989392e-04  3.80989392e-04  3.80989392e-04 -1.88919328e-06  3.80989392e-04  4.83599085e-07  3.80989392e-04  3.42846948e-06  3.80989392e-04  2.17534889e-07 
 3.87216481e-04  3.87216481e-04  3.87216481e-04  2.37634597e-06  3.87216481e-04  1.39247426e-07  3.87216481e-04 -3.00059469e-06  3.87216481e-04  2.17462853e-07 
 3.97216481e-04  3.97216481e-04  3.97216481e-04 -1.88320406e-06  3.97216481e-04  4.38768834e-07  3.97216481e-04  3.44092311e-06  3.97216481e-04  2.17772893e-07 
 4.07216481e-04  4.07216481e-04  4.07216481e-04  2.38199953e-06  4.07216481e-04  1.02011694e-07  4.07216481e-04 -2.98507351e-06  4.07216481e-04  2.17813740e-07 
 4.17216481e-04  4.17216481e-04  4.17216481e-04  1.79843127e+00  4.17216481e-04  4.08551454e-07  4.17216481e-04  3.44934994e-06  4.17216481e-04  2.18202445e-07 
 4.27017760e-04  4.27017760e-04  4.27017760e-04  4.36240572e-06  4.27017760e-04  8.24540305e-08  4.27017760e-04 -2.98731866e-06  4.27017760e-04  2.18339406e-07 
 4.32555229e-04  4.32555229e-04  4.32555229e-04 -3.90787418e-06  4.32555229e-04  3.94932709e-07  4.32555229e-04  3.44943635e-06  4.32555229e-04  2.18666586e-07 
 4.37959945e-04  4.37959945e-04  4.37959945e-04  4.36609667e-06  4.37959945e-04  7.61296807e-08  4.37959945e-04 -2.98772171e-06  4.37959945e-04  2.18715692e-07 
 4.43514049e-04  4.43514049e-04  4.43514049e-04 -3.90915676e-06  4.43514049e-04  3.88148295e-07  4.43514049e-04  3.50466448e-06  4.43514049e-04  2.19096596e-07 
 4.49513318e-04  4.49513318e-04  4.49513318e-04  4.37742187e-06  4.49513318e-04  7.15118396e-08  4.49513318e-04  1.79998525e+00  4.49513318e-04  2.19210767e-07 
 4.50026490e-04  4.50026490e-04  4.50026490e-04  2.31304969e-07  4.50026490e-04  2.27493211e-07  4.50026490e-04  1.79882062e+00  4.50026490e-04  2.19327961e-07 
 4.51052833e-04  4.51052833e-04  4.51052833e-04  2.24772611e-07  4.51052833e-04  2.28451783e-07  4.51052833e-04  9.33046489e-06  4.51052833e-04  2.19384369e-07 
 4.51934712e-04  4.51934712e-04  4.51934712e-04  2.32913675e-07  4.51934712e-04  2.26834671e-07  4.51934712e-04 -7.75651618e-06  4.51934712e-04  2.19431686e-07 
 4.52907716e-04  4.52907716e-04  4.52907716e-04  2.26650246e-07  4.52907716e-04  2.27755576e-07  4.52907716e-04  8.23760318e-06  4.52907716e-04  2.19472211e-07 
 4.54281451e-04  4.54281451e-04  4.54281451e-04  2.34951747e-07  4.54281451e-04  2.26055581e-07  4.54281451e-04 -7.74118320e-06  4.54281451e-04  2.19545618e-07 
 4.56507010e-04  4.56507010e-04  4.56507010e-04  2.29872497e-07  4.56507010e-04  2.26557940e-07  4.56507010e-04  8.24732209e-06  4.56507010e-04  2.19653132e-07 
 4.58747631e-04  4.58747631e-04  4.58747631e-04  2.38323785e-07  4.58747631e-04  2.24715696e-07  4.58747631e-04 -7.72535007e-06  4.58747631e-04  2.19796968e-07 
 4.62270595e-04  4.62270595e-04  4.62270595e-04  2.32970979e-07  4.62270595e-04  2.24954592e-07  4.62270595e-04  8.24227569e-06  4.62270595e-04  2.19994131e-07 
 4.69316524e-04  4.69316524e-04  4.69316524e-04  2.38949580e-07  4.69316524e-04  2.22215707e-07  4.69316524e-04 -7.71060925e-06  4.69316524e-04  2.20487239e-07 
