 time            vin             Vr1             i(Vread)        hx              n1              n2              n3              n4              m1              m2              m3              m4              n.x9.xrstdp1.xr2.n1#ngap n.x9.xrstdp2.xr2.n1#ngap n.x9.xrstdp3.xr2.n1#ngap n.x9.xrstdp4.xr2.n1#ngap n.x9.xrstdp5.xr2.n1#ngap n.x9.xrstdp6.xr2.n1#ngap n.x9.xrstdp7.xr2.n1#ngap n.x9.xrstdp8.xr2.n1#ngap n.x9.xrstdp9.xr2.n1#ngap n.x9.xrstdp10.xr2.n1#ngap n.x9.xrstdp11.xr2.n1#ngap n.x9.xrstdp12.xr2.n1#ngap n.x9.xrstdp13.xr2.n1#ngap n.x9.xrstdp14.xr2.n1#ngap n.x9.xrstdp15.xr2.n1#ngap
 3.98978129e-05  1.11325853e+00  2.89880790e-03  5.93681219e-06  5.34576735e-02  6.54857553e-05  2.52574574e-05  2.98419710e-05  4.93063828e-06  3.42489783e-05 -2.29767883e-04  3.06436025e-05 -2.30004870e-04  1.00210142e+00  9.31864732e-01  1.01741261e+00  9.31919801e-01  9.32700363e-01  9.17595741e-01  9.32751937e-01  9.17201042e-01  9.41335585e-01  1.02308353e+00  9.42397327e-01  1.02276164e+00  9.27353848e-01  1.71908107e+00  9.28967334e-01 
 3.99178129e-05  1.11357417e+00  2.89874678e-03  5.93683194e-06  5.34563658e-02 -6.44129481e-05 -2.44530969e-05 -2.89637269e-05 -4.23292299e-06 -3.34398318e-05  2.28254420e-04 -2.98613025e-05  2.28488332e-04  1.00213134e+00  9.31531533e-01  1.01744394e+00  9.31588135e-01  9.32709392e-01  9.17622928e-01  9.32761158e-01  9.17228226e-01  9.41349788e-01  1.02311061e+00  9.42411978e-01  1.02278872e+00  9.27368934e-01  1.71914889e+00  9.28982870e-01 
 3.99378129e-05  1.11387189e+00  2.89868934e-03  5.93685433e-06  5.34550726e-02  6.44188814e-05  2.48466872e-05  2.93639933e-05  4.82343255e-06  3.37560012e-05 -2.26503902e-04  3.02027732e-05 -2.26737092e-04  1.00211559e+00  9.31951264e-01  1.01742674e+00  9.32006008e-01  9.32709702e-01  9.17602608e-01  9.32761229e-01  9.17207917e-01  9.41347208e-01  1.02308882e+00  9.42408969e-01  1.02276693e+00  9.27365330e-01  1.71908455e+00  9.28978831e-01 
 3.99578129e-05  1.11415168e+00  2.89863547e-03  5.93687374e-06  5.34537938e-02 -6.33539115e-05 -2.40477207e-05 -2.84913346e-05 -4.12884592e-06 -3.29519417e-05  2.25025018e-04 -2.94252010e-05  2.25255207e-04  1.00214562e+00  9.31618005e-01  1.01745817e+00  9.31674280e-01  9.32718799e-01  9.17629566e-01  9.32770513e-01  9.17234872e-01  9.41361482e-01  1.02311567e+00  9.42423686e-01  1.02279378e+00  9.27380457e-01  1.71915196e+00  9.28994404e-01 
 3.99778129e-05  1.11441354e+00  2.89858520e-03  5.93689581e-06  5.34525287e-02  6.33677772e-05  2.44425224e-05  2.88935374e-05  4.71835234e-06  3.32699974e-05 -2.23286418e-04  2.97681592e-05 -2.23515867e-04  1.00212975e+00  9.32037769e-01  1.01744087e+00  9.32092188e-01  9.32719040e-01  9.17609472e-01  9.32770520e-01  9.17214790e-01  9.41358830e-01  1.02309410e+00  9.42420608e-01  1.02277222e+00  9.27376809e-01  1.71908800e+00  9.28990326e-01 
 3.99978129e-05  1.11465746e+00  2.89853844e-03  5.93691506e-06  5.34512761e-02 -6.23105416e-05 -2.36488292e-05 -2.80263697e-05 -4.02682555e-06 -3.24709286e-05  2.21841473e-04 -2.89952333e-05  2.22067980e-04  1.00215989e+00  9.31704452e-01  1.01747240e+00  9.31760402e-01  9.32728202e-01  9.17636204e-01  9.32779866e-01  9.17241519e-01  9.41373172e-01  1.02312073e+00  9.42435390e-01  1.02279884e+00  9.27391976e-01  1.71915501e+00  9.29005935e-01 
 4.00178129e-05  1.11488345e+00  2.89849520e-03  5.93693685e-06  5.34500353e-02  6.23322156e-05  2.40448368e-05  2.84304845e-05  4.61535561e-06  3.27908644e-05 -2.20114790e-04  2.93396732e-05 -2.20340559e-04  1.00214391e+00  9.32124248e-01  1.01745499e+00  9.32178343e-01  9.32728376e-01  9.17616334e-01  9.32779809e-01  9.17221661e-01  9.41370448e-01  1.02309938e+00  9.42432244e-01  1.02277751e+00  9.27388286e-01  1.71909143e+00  9.29001817e-01 
 4.00378129e-05  1.11509149e+00  2.89845542e-03  5.93695588e-06  5.34488061e-02 -6.12826138e-05 -2.32563208e-05 -2.75687060e-05 -3.92682047e-06 -3.19967010e-05  2.18703145e-04 -2.85712979e-05  2.18926034e-04  1.00217415e+00  9.31790875e-01  1.01748663e+00  9.31846500e-01  9.32737603e-01  9.17642843e-01  9.32789216e-01  9.17248167e-01  9.41384859e-01  1.02312579e+00  9.42447091e-01  1.02280390e+00  9.27403493e-01  1.71915806e+00  9.29017463e-01 
 4.00578129e-05  1.11528160e+00  2.89841910e-03  5.93697735e-06  5.34475851e-02  6.13119728e-05  2.36535438e-05  2.79747166e-05  4.51439548e-06  3.23185082e-05 -2.16988388e-04  2.89172289e-05 -2.17210530e-04  1.00215806e+00  9.32210701e-01  1.01746911e+00  9.32264471e-01  9.32737710e-01  9.17623193e-01  9.32789096e-01  9.17228529e-01  9.41382064e-01  1.02310466e+00  9.42443878e-01  1.02278279e+00  9.27399760e-01  1.71909484e+00  9.29013306e-01 
 4.00778129e-05  1.11545378e+00  2.89838618e-03  5.93699618e-06  5.34463746e-02 -6.02698948e-05 -2.28701015e-05 -2.71182474e-05 -3.82880189e-06 -3.15291642e-05  2.15609416e-04 -2.81533311e-05  2.15828744e-04  1.00218841e+00  9.31877274e-01  1.01750085e+00  9.31932573e-01  9.32747002e-01  9.17649483e-01  9.32798562e-01  9.17254815e-01  9.41396542e-01  1.02313084e+00  9.42458788e-01  1.02280896e+00  9.27415006e-01  1.71916107e+00  9.29028987e-01 
 4.00978129e-05  1.11560801e+00  2.89835667e-03  5.93701742e-06  5.34451726e-02  6.03068126e-05  2.32685216e-05  2.75261221e-05  4.41543974e-06  3.18528265e-05 -2.13906573e-04  2.85007332e-05 -2.14125161e-04  1.00217222e+00  9.32297127e-01  1.01748322e+00  9.32350573e-01  9.32747043e-01  9.17630050e-01  9.32798380e-01  9.17235395e-01  9.41393677e-01  1.02310993e+00  9.42455510e-01  1.02278807e+00  9.27411231e-01  1.71909823e+00  9.29024793e-01 
 4.01178129e-05  1.11574431e+00  2.89833052e-03  5.93703621e-06  5.34439780e-02 -5.92721570e-05 -2.24900642e-05 -2.66748649e-05 -3.73272957e-06 -3.10682205e-05  2.12559674e-04 -2.77412355e-05  2.12775490e-04  1.00220267e+00  9.31963650e-01  1.01751506e+00  9.32018623e-01  9.32756397e-01  9.17656123e-01  9.32807906e-01  9.17261464e-01  9.41408221e-01  1.02313590e+00  9.42470481e-01  1.02281403e+00  9.27426516e-01  1.71916407e+00  9.29040508e-01 
 4.01378129e-05  1.11586268e+00  2.89830774e-03  5.93705723e-06  5.34427902e-02  5.93165096e-05  2.28896898e-05  2.70845863e-05  4.31845019e-06  3.13937268e-05 -2.10868743e-04  2.80901132e-05 -2.11083824e-04  1.00218637e+00  9.32383528e-01  1.01749734e+00  9.32436648e-01  9.32756373e-01  9.17636905e-01  9.32807663e-01  9.17242259e-01  9.41405288e-01  1.02311521e+00  9.42467139e-01  1.02279334e+00  9.27422701e-01  1.71910159e+00  9.29036277e-01 
 4.01578129e-05  1.11596312e+00  2.89828829e-03  5.93707586e-06  5.34416078e-02 -5.82891863e-05 -2.21161136e-05 -2.62384554e-05 -3.63856138e-06 -3.06137781e-05  2.09553313e-04 -2.73349315e-05  2.09765678e-04  1.00221692e+00  9.32050001e-01  1.01752927e+00  9.32104649e-01  9.32765790e-01  9.17662764e-01  9.32817247e-01  9.17268114e-01  9.41419896e-01  1.02314096e+00  9.42482171e-01  1.02281909e+00  9.27438023e-01  1.71916705e+00  9.29052025e-01 
 4.01778129e-05  1.11604563e+00  2.89827219e-03  5.93709677e-06  5.34404308e-02  5.83408554e-05  2.25169370e-05  2.66499941e-05  4.22338588e-06  3.09411247e-05 -2.07874287e-04  2.76852788e-05 -2.08085910e-04  1.00220051e+00  9.32469902e-01  1.01751144e+00  9.32522697e-01  9.32765703e-01  9.17643758e-01  9.32816945e-01  9.17249120e-01  9.41416896e-01  1.02312048e+00  9.42478765e-01  1.02279862e+00  9.27434167e-01  1.71910493e+00  9.29047758e-01 
 4.01978129e-05  1.11611023e+00  2.89825938e-03  5.93711539e-06  5.34392593e-02 -5.73207617e-05 -2.17481561e-05 -2.58089086e-05 -3.54627055e-06 -3.01657490e-05  2.06589728e-04 -2.69343391e-05  2.06798697e-04  1.00223117e+00  9.32136328e-01  1.01754348e+00  9.32190650e-01  9.32775180e-01  9.17669406e-01  9.32826586e-01  9.17274764e-01  9.41431568e-01  1.02314602e+00  9.42493857e-01  1.02282415e+00  9.27449527e-01  1.71917001e+00  9.29063540e-01 
 4.02178129e-05  1.11615691e+00  2.89824989e-03  5.93713612e-06  5.34380900e-02  5.73796299e-05  2.21501669e-05  2.62222494e-05  4.13021407e-06  3.04949211e-05 -2.04922598e-04  2.72861539e-05 -2.05130821e-04  1.00221465e+00  9.32556249e-01  1.01752555e+00  9.32608720e-01  9.32775030e-01  9.17650608e-01  9.32826225e-01  9.17255979e-01  9.41428501e-01  1.02312574e+00  9.42490388e-01  1.02280389e+00  9.27445631e-01  1.71910825e+00  9.29059236e-01 
 4.02378129e-05  1.11618568e+00  2.89824369e-03  5.93715472e-06  5.34369233e-02 -5.63666582e-05 -2.13860945e-05 -2.53861214e-05 -3.45582130e-06 -2.97240434e-05  2.03668343e-04 -2.65393869e-05  2.03873967e-04  1.00224541e+00  9.32222630e-01  1.01755768e+00  9.32276628e-01  9.32784567e-01  9.17676048e-01  9.32835922e-01  9.17281414e-01  9.41443236e-01  1.02315107e+00  9.42505539e-01  1.02282922e+00  9.27461028e-01  1.71917295e+00  9.29075051e-01 
 4.02578129e-05  1.11619655e+00  2.89824080e-03  5.93717547e-06  5.34357596e-02  5.64326154e-05  2.17892854e-05  2.58012248e-05  4.03890416e-06  3.00550216e-05 -2.02013076e-04  2.68926507e-05 -2.02217952e-04  1.00222879e+00  9.32642570e-01  1.01753965e+00  9.32694716e-01  9.32784356e-01  9.17657456e-01  9.32835503e-01  9.17262836e-01  9.41440104e-01  1.02313101e+00  9.42502009e-01  1.02280916e+00  9.27457093e-01  1.71911155e+00  9.29070712e-01 
 4.02778129e-05  1.11618953e+00  2.89824117e-03  5.93719406e-06  5.34345976e-02 -5.54266778e-05 -2.10298296e-05 -2.49699828e-05 -3.36717482e-06 -2.92885676e-05  2.00788570e-04 -2.61499852e-05  2.00990899e-04  1.00225964e+00  9.32308909e-01  1.01757187e+00  9.32362581e-01  9.32793952e-01  9.17682691e-01  9.32845255e-01  9.17288066e-01  9.41454900e-01  1.02315613e+00  9.42517218e-01  1.02283428e+00  9.27472525e-01  1.71917589e+00  9.29086559e-01 
 4.02978129e-05  1.11616463e+00  2.89824486e-03  5.93721470e-06  5.34334355e-02  5.54996056e-05  2.14342064e-05  2.53868299e-05  3.94940596e-06  2.96213453e-05 -1.99145147e-04  2.65046980e-05 -1.99346727e-04  1.00224293e+00  9.32728865e-01  1.01755374e+00  9.32780687e-01  9.32793680e-01  9.17664301e-01  9.32844779e-01  9.17269691e-01  9.41451704e-01  1.02313627e+00  9.42513627e-01  1.02281443e+00  9.27468551e-01  1.71911483e+00  9.29082185e-01 
 4.03178129e-05  1.11612186e+00  2.89825182e-03  5.93723339e-06  5.34322730e-02 -5.45006000e-05 -2.06792750e-05 -2.45603904e-05 -3.28030670e-06 -2.88592406e-05  1.97949829e-04 -2.57660563e-05  1.98148914e-04  1.00227387e+00  9.32395163e-01  1.01758606e+00  9.32448511e-01  9.32803334e-01  9.17689334e-01  9.32854586e-01  9.17294718e-01  9.41466561e-01  1.02316119e+00  9.42528893e-01  1.02283934e+00  9.27484018e-01  1.71917880e+00  9.29098063e-01 
 4.03378129e-05  1.11606122e+00  2.89826209e-03  5.93725402e-06  5.34311089e-02  5.45803891e-05  2.10848184e-05  2.49789522e-05  3.86169560e-06  2.91937938e-05 -1.96318220e-04  2.61222084e-05 -1.96516563e-04  1.00225706e+00  9.32815133e-01  1.01756784e+00  9.32866631e-01  9.32803001e-01  9.17671144e-01  9.32854053e-01  9.17276543e-01  9.41463301e-01  1.02314153e+00  9.42525242e-01  1.02281969e+00  9.27480007e-01  1.71911808e+00  9.29093655e-01 
 4.03578129e-05  1.11598273e+00  2.89827564e-03  5.93727265e-06  5.34299439e-02 -5.35882271e-05 -2.03343434e-05 -2.41572460e-05 -3.19517684e-06 -2.84359714e-05  1.95151559e-04 -2.53875354e-05  1.95347448e-04  1.00228810e+00  9.32481394e-01  1.01760024e+00  9.32534416e-01  9.32812713e-01  9.17695978e-01  9.32863914e-01  9.17301371e-01  9.41478217e-01  1.02316625e+00  9.42540564e-01  1.02284441e+00  9.27495509e-01  1.71918169e+00  9.29109564e-01 
 4.03778129e-05  1.11588639e+00  2.89829251e-03  5.93729330e-06  5.34287752e-02  5.36747651e-05  2.07410462e-05  2.45774901e-05  3.77573927e-06  2.87722884e-05 -1.93531735e-04  2.57451071e-05 -1.93726884e-04  1.00227119e+00  9.32901375e-01  1.01758193e+00  9.32952549e-01  9.32812322e-01  9.17677986e-01  9.32863326e-01  9.17283393e-01  9.41474896e-01  1.02314678e+00  9.42536855e-01  1.02282496e+00  9.27491460e-01  1.71912131e+00  9.29105123e-01 
 4.03978129e-05  1.11577223e+00  2.89831268e-03  5.93731205e-06  5.34276029e-02 -5.26893458e-05 -1.99949372e-05 -2.37604409e-05 -3.11175414e-06 -2.80186741e-05  1.92393192e-04 -2.50143363e-05  1.92585944e-04  1.00230232e+00  9.32567600e-01  1.01761442e+00  9.32620297e-01  9.32822089e-01  9.17702623e-01  9.32873239e-01  9.17308023e-01  9.41489871e-01  1.02317131e+00  9.42552232e-01  1.02284947e+00  9.27506996e-01  1.71918456e+00  9.29121063e-01 
 4.04178129e-05  1.11564026e+00  2.89833620e-03  5.93733269e-06  5.34264261e-02  5.27825281e-05  2.04027968e-05  2.41823467e-05  3.69149815e-06  2.83567456e-05 -1.90785126e-04  2.53733273e-05 -1.90977134e-04  1.00228531e+00  9.32987591e-01  1.01759601e+00  9.33038441e-01  9.32821640e-01  9.17684824e-01  9.32872596e-01  9.17290240e-01  9.41486488e-01  1.02315204e+00  9.42548465e-01  1.02283022e+00  9.27502911e-01  1.71912452e+00  9.29116588e-01 
 4.04378129e-05  1.11549048e+00  2.89836305e-03  5.93735159e-06  5.34252451e-02 -5.18037716e-05 -1.96609716e-05 -2.33698854e-05 -3.03000844e-06 -2.76072690e-05  1.89674179e-04 -2.46463869e-05  1.89863839e-04  1.00231653e+00  9.32653781e-01  1.01762859e+00  9.32706154e-01  9.32831463e-01  9.17709268e-01  9.32882561e-01  9.17314677e-01  9.41501520e-01  1.02317637e+00  9.42563896e-01  1.02285454e+00  9.27518480e-01  1.71918742e+00  9.29132558e-01 
 4.04578129e-05  1.11532292e+00  2.89839327e-03  5.93737235e-06  5.34240574e-02  5.19034847e-05  2.00699748e-05  2.37934195e-05  3.60894558e-06  2.79470769e-05 -1.88077837e-04  2.50067841e-05 -1.88266747e-04  1.00229943e+00  9.33073780e-01  1.01761009e+00  9.33124306e-01  9.32830957e-01  9.17691661e-01  9.32881866e-01  9.17297086e-01  9.41498077e-01  1.02315729e+00  9.42560072e-01  1.02283547e+00  9.27514359e-01  1.71912771e+00  9.29128051e-01 
 4.04778129e-05  1.11513759e+00  2.89842685e-03  5.93739138e-06  5.34228633e-02 -5.09312986e-05 -1.93323680e-05 -2.29854763e-05 -2.94990992e-06 -2.72016725e-05  1.86993974e-04 -2.42836135e-05  1.87180587e-04  1.00233074e+00  9.32739938e-01  1.01764275e+00  9.32791987e-01  9.32840834e-01  9.17715913e-01  9.32891881e-01  9.17321331e-01  9.41513166e-01  1.02318143e+00  9.42575556e-01  1.02285960e+00  9.27529961e-01  1.71919025e+00  9.29144050e-01 
 4.04978129e-05  1.11493451e+00  2.89846384e-03  5.93741221e-06  5.34216624e-02  5.10374433e-05  1.97424985e-05  2.34106109e-05  3.52804482e-06  2.75431963e-05 -1.85409313e-04  2.46454105e-05 -1.85595181e-04  1.00231355e+00  9.33159943e-01  1.01762417e+00  9.33210145e-01  9.32840272e-01  9.17698496e-01  9.32891133e-01  9.17303929e-01  9.41509663e-01  1.02316254e+00  9.42571676e-01  1.02284073e+00  9.27525804e-01  1.71913087e+00  9.29139511e-01 
 4.05178129e-05  1.11471369e+00  2.89850424e-03  5.93743146e-06  5.34204522e-02 -5.00717294e-05 -1.90090274e-05 -2.26071157e-05 -2.87142164e-06 -2.68017990e-05  1.84352046e-04 -2.39259460e-05  1.84535660e-04  1.00234495e+00  9.32826071e-01  1.01765692e+00  9.32877795e-01  9.32850202e-01  9.17722559e-01  9.32901199e-01  9.17327985e-01  9.41524808e-01  1.02318648e+00  9.42587213e-01  1.02286466e+00  9.27541438e-01  1.71919308e+00  9.29155538e-01 
 4.05378129e-05  1.11447515e+00  2.89854810e-03  5.93745250e-06  5.34192329e-02  5.01841980e-05  1.94202896e-05  2.30338262e-05  3.44877016e-06  2.71450281e-05 -1.82779011e-04  2.42891280e-05 -1.82961887e-04  1.00232766e+00  9.33246080e-01  1.01763824e+00  9.33295959e-01  9.32849585e-01  9.17705328e-01  9.32900398e-01  9.17310770e-01  9.41521247e-01  1.02316778e+00  9.42583278e-01  1.02284598e+00  9.27537247e-01  1.71913402e+00  9.29150968e-01 
 4.05578129e-05  1.11421891e+00  2.89859542e-03  5.93747195e-06  5.34180049e-02 -4.92248797e-05 -1.86908766e-05 -2.22347109e-05 -2.79451919e-06 -2.64075719e-05  1.81747853e-04 -2.35733083e-05  1.81928514e-04  1.00235914e+00  9.32912180e-01  1.01767107e+00  9.32963579e-01  9.32859568e-01  9.17729205e-01  9.32910514e-01  9.17334640e-01  9.41536447e-01  1.02319154e+00  9.42598866e-01  1.02286973e+00  9.27552913e-01  1.71919588e+00  9.29167024e-01 
 4.05778129e-05  1.11394500e+00  2.89864625e-03  5.93749310e-06  5.34167659e-02  4.93435722e-05  1.91032520e-05  2.26629691e-05  3.37108183e-06  2.67524871e-05 -1.80186413e-04  2.39378709e-05 -1.80366336e-04  1.00234177e+00  9.33332190e-01  1.01765231e+00  9.33381745e-01  9.32858896e-01  9.17712158e-01  9.32909662e-01  9.17317609e-01  9.41532828e-01  1.02317302e+00  9.42594878e-01  1.02285123e+00  9.27548687e-01  1.71913714e+00  9.29162423e-01 
 4.05978129e-05  1.11365342e+00  2.89870060e-03  5.93751279e-06  5.34155145e-02 -4.83905627e-05 -1.83778315e-05 -2.18681706e-05 -2.71917830e-06 -2.60189132e-05  1.79180870e-04 -2.32256373e-05  1.79358625e-04  1.00237334e+00  9.32998264e-01  1.01768522e+00  9.33049339e-01  9.32868931e-01  9.17735852e-01  9.32919826e-01  9.17341296e-01  9.41548082e-01  1.02319660e+00  9.42610517e-01  1.02287479e+00  9.27564384e-01  1.71919866e+00  9.29178506e-01 
 4.06178129e-05  1.11334420e+00  2.89875855e-03  5.93753413e-06  5.34142504e-02  4.85153790e-05  1.87913039e-05  2.22979438e-05  3.29495402e-06  2.63655001e-05 -1.77630977e-04  2.35915550e-05 -1.77807994e-04  1.00235587e+00  9.33418274e-01  1.01766638e+00  9.33467505e-01  9.32868206e-01  9.17718986e-01  9.32918925e-01  9.17324446e-01  9.41544407e-01  1.02317827e+00  9.42606475e-01  1.02285647e+00  9.27560125e-01  1.71914024e+00  9.29173875e-01 
 4.06378129e-05  1.11301737e+00  2.89882007e-03  5.93755405e-06  5.34129730e-02 -4.75685865e-05 -1.80698045e-05 -2.15074086e-05 -2.64535943e-06 -2.56357461e-05  1.76650584e-04 -2.28828638e-05  1.76825477e-04  1.00238753e+00  9.33084323e-01  1.01769937e+00  9.33135074e-01  9.32878292e-01  9.17742499e-01  9.32929136e-01  9.17347951e-01  9.41559714e-01  1.02320166e+00  9.42622163e-01  1.02287986e+00  9.27575852e-01  1.71920143e+00  9.29189986e-01 
 4.06578129e-05  1.11267294e+00  2.89888526e-03  5.93757568e-06  5.34116824e-02  4.76994272e-05  1.84843712e-05  2.19386678e-05  3.22036493e-06  2.59839803e-05 -1.75112184e-04  2.32501264e-05 -1.75286337e-04  1.00236997e+00  9.33504332e-01  1.01768044e+00  9.33553240e-01  9.32877514e-01  9.17725812e-01  9.32928185e-01  9.17331280e-01  9.41555983e-01  1.02318351e+00  9.42618069e-01  1.02286172e+00  9.27571560e-01  1.71914332e+00  9.29185325e-01 
 4.06778129e-05  1.11231094e+00  2.89895412e-03  5.93759595e-06  5.34103763e-02 -4.67587683e-05 -1.77667214e-05 -2.11523213e-05 -2.57303613e-06 -2.52579853e-05  1.74156487e-04 -2.25449102e-05  1.74328565e-04  1.00240171e+00  9.33170358e-01  1.01771351e+00  9.33220785e-01  9.32887650e-01  9.17749146e-01  9.32938443e-01  9.17354607e-01  9.41571342e-01  1.02320672e+00  9.42633806e-01  1.02288493e+00  9.27587317e-01  1.71920418e+00  9.29201462e-01 
 4.06978129e-05  1.11193139e+00  2.89902672e-03  5.93761781e-06  5.34090551e-02  4.68955410e-05  1.81823700e-05  2.15850417e-05  3.14727822e-06  2.56078580e-05 -1.72629518e-04  2.29135136e-05 -1.72800865e-04  1.00238407e+00  9.33590362e-01  1.01769450e+00  9.33638947e-01  9.32886820e-01  9.17732636e-01  9.32937443e-01  9.17338113e-01  9.41567556e-01  1.02318874e+00  9.42629660e-01  1.02286696e+00  9.27582992e-01  1.71914638e+00  9.29196771e-01 
 4.07178129e-05  1.11153433e+00  2.89910308e-03  5.93763839e-06  5.34077159e-02 -4.59609393e-05 -1.74684999e-05 -2.08028339e-05 -2.50218489e-06 -2.48855596e-05  1.71698062e-04 -2.22117131e-05  1.71867365e-04  1.00241589e+00  9.33256368e-01  1.01772765e+00  9.33306472e-01  9.32897005e-01  9.17755794e-01  9.32947747e-01  9.17361264e-01  9.41582967e-01  1.02321178e+00  9.42645446e-01  1.02288999e+00  9.27598778e-01  1.71920691e+00  9.29212935e-01 
 4.07378129e-05  1.11111976e+00  2.89918328e-03  5.93766053e-06  5.34063589e-02  4.61035405e-05  1.78852203e-05  2.12369757e-05  3.07566012e-06  2.52370490e-05 -1.70182483e-04  2.25816421e-05 -1.70351058e-04  1.00239816e+00  9.33676366e-01  1.01770855e+00  9.33724628e-01  9.32896124e-01  9.17739457e-01  9.32946699e-01  9.17344943e-01  9.41579127e-01  1.02319398e+00  9.42641248e-01  1.02287220e+00  9.27594421e-01  1.71914941e+00  9.29208216e-01 
 4.07578129e-05  1.11068772e+00  2.89926734e-03  5.93768149e-06  5.34049845e-02 -4.51749142e-05 -1.71750703e-05 -2.04588449e-05 -2.43277474e-06 -2.45183936e-05  1.69274821e-04 -2.18832049e-05  1.69441392e-04  1.00243006e+00  9.33342353e-01  1.01774178e+00  9.33392133e-01  9.32906358e-01  9.17762442e-01  9.32957049e-01  9.17367920e-01  9.41594588e-01  1.02321684e+00  9.42657081e-01  1.02289506e+00  9.27610237e-01  1.71920963e+00  9.29224405e-01 
 4.07778129e-05  1.11023824e+00  2.89935535e-03  5.93770403e-06  5.34035902e-02  4.53232527e-05  1.75928428e-05  2.08943856e-05  3.00549087e-06  2.48714827e-05 -1.67770574e-04  2.22544478e-05 -1.67936418e-04  1.00241225e+00  9.33762344e-01  1.01772261e+00  9.33810283e-01  9.32905427e-01  9.17746277e-01  9.32955954e-01  9.17351772e-01  9.41590695e-01  1.02319921e+00  9.42652834e-01  1.02287744e+00  9.27605848e-01  1.71915243e+00  9.29219657e-01 
 4.07978129e-05  1.10977134e+00  2.89944732e-03  5.93772540e-06  5.34021751e-02 -4.44005159e-05 -1.68863483e-05 -2.01202811e-05 -2.36478298e-06 -2.41564153e-05  1.66886264e-04 -2.15593245e-05  1.67050153e-04  1.00244423e+00  9.33428315e-01  1.01775590e+00  9.33477770e-01  9.32915708e-01  9.17769090e-01  9.32966348e-01  9.17374578e-01  9.41606205e-01  1.02322190e+00  9.42668713e-01  1.02290012e+00  9.27621692e-01  1.71921233e+00  9.29235871e-01 
 4.08178129e-05  1.10928706e+00  2.89954335e-03  5.93774829e-06  5.34007396e-02  4.45545019e-05  1.73051699e-05  2.05571958e-05  2.93673590e-06  2.45110912e-05 -1.65393291e-04  2.19318722e-05 -1.65556454e-04  1.00242634e+00  9.33848296e-01  1.01773665e+00  9.33895911e-01  9.32914727e-01  9.17753094e-01  9.32965206e-01  9.17358598e-01  9.41602260e-01  1.02320444e+00  9.42664417e-01  1.02288267e+00  9.27617273e-01  1.71915543e+00  9.29231095e-01 
 4.08378129e-05  1.10878541e+00  2.89964347e-03  5.93777001e-06  5.33992802e-02 -4.36375815e-05 -1.66022607e-05 -1.97870443e-05 -2.29817039e-06 -2.37995475e-05  1.64531924e-04 -2.12400026e-05  1.64693162e-04  1.00245839e+00  9.33514251e-01  1.01777002e+00  9.33563383e-01  9.32925055e-01  9.17775739e-01  9.32975644e-01  9.17381235e-01  9.41617819e-01  1.02322696e+00  9.42680341e-01  1.02290519e+00  9.27633144e-01  1.71921500e+00  9.29247334e-01 
 4.08578129e-05  1.10826644e+00  2.89974777e-03  5.93779327e-06  5.33977987e-02  4.37971190e-05  1.70221161e-05  2.02253042e-05  2.86937955e-06  2.41557913e-05 -1.63050154e-04  2.16138388e-05 -1.63210673e-04  1.00244042e+00  9.33934221e-01  1.01775070e+00  9.33981513e-01  9.32924026e-01  9.17759910e-01  9.32974456e-01  9.17365423e-01  9.41613823e-01  1.02320966e+00  9.42675997e-01  1.02288791e+00  9.27628694e-01  1.71915839e+00  9.29242531e-01 
 4.08778129e-05  1.10773017e+00  2.89985630e-03  5.93781554e-06  5.33962923e-02 -4.28859344e-05 -1.63227335e-05 -1.94590626e-05 -2.23292720e-06 -2.34477179e-05  1.62211304e-04 -2.09251721e-05  1.62369933e-04  1.00247255e+00  9.33600163e-01  1.01778414e+00  9.33648971e-01  9.32934400e-01  9.17782388e-01  9.32984938e-01  9.17387893e-01  9.41629430e-01  1.02323202e+00  9.42691966e-01  1.02291025e+00  9.27644593e-01  1.71921766e+00  9.29258794e-01 
 4.08978129e-05  1.10717663e+00  2.89996914e-03  5.93783937e-06  5.33947604e-02  4.30509399e-05  1.67436130e-05  1.98986332e-05  2.80338546e-06  2.38055159e-05 -1.60740679e-04  2.13002882e-05 -1.60898596e-04  1.00245450e+00  9.34020120e-01  1.01776474e+00  9.34067089e-01  9.32933322e-01  9.17766723e-01  9.32983705e-01  9.17372245e-01  9.41625382e-01  1.02321489e+00  9.42687573e-01  1.02289314e+00  9.27640113e-01  1.71916135e+00  9.29253964e-01 
 4.09178129e-05  1.10660586e+00  2.90008635e-03  5.93786210e-06  5.33932046e-02 -4.21454126e-05 -1.60476988e-05 -1.91362489e-05 -2.16902318e-06 -2.31008605e-05  1.59923933e-04 -2.06147841e-05  1.60080000e-04  1.00248670e+00  9.33686050e-01  1.01779825e+00  9.33734535e-01  9.32943742e-01  9.17789038e-01  9.32994229e-01  9.17394551e-01  9.41641037e-01  1.02323708e+00  9.42703587e-01  1.02291532e+00  9.27656038e-01  1.71922030e+00  9.29270251e-01 
