 time            vin             Vr1             i(Vread)        hx              n1              n2              n3              n4              m1              m2              m3              m4              n.x9.xrstdp1.xr2.n1#ngap n.x9.xrstdp2.xr2.n1#ngap n.x9.xrstdp3.xr2.n1#ngap n.x9.xrstdp4.xr2.n1#ngap n.x9.xrstdp5.xr2.n1#ngap n.x9.xrstdp6.xr2.n1#ngap n.x9.xrstdp7.xr2.n1#ngap n.x9.xrstdp8.xr2.n1#ngap n.x9.xrstdp9.xr2.n1#ngap n.x9.xrstdp10.xr2.n1#ngap n.x9.xrstdp11.xr2.n1#ngap n.x9.xrstdp12.xr2.n1#ngap n.x9.xrstdp13.xr2.n1#ngap n.x9.xrstdp14.xr2.n1#ngap n.x9.xrstdp15.xr2.n1#ngap
 1.14456000e-05  7.48052998e-01  3.34816572e-03  8.06817379e-07  8.18282578e-03  1.85692929e-07  2.17180505e-07  2.04754509e-07  2.30471919e-07  2.40367976e-07  2.06124412e-07  2.40368583e-07  2.06123898e-07  9.40705094e-01  9.37727489e-01  9.40705346e-01  9.37727508e-01  9.66574018e-01  9.75912416e-01  9.66574017e-01  9.75912451e-01  9.40674031e-01  9.37784531e-01  9.40674035e-01  9.37784570e-01  9.66570255e-01  9.75932308e-01  9.66570253e-01 
 1.14656000e-05  7.49538737e-01  3.34434865e-03  8.06806697e-07  8.19244102e-03  2.64165195e-07  2.32444286e-07  2.79766250e-07  2.45690816e-07  2.06753060e-07  2.40897557e-07  2.06752062e-07  2.40891749e-07  9.40707170e-01  9.37729612e-01  9.40707422e-01  9.37729631e-01  9.66575755e-01  9.75914044e-01  9.66575755e-01  9.75914080e-01  9.40676107e-01  9.37786652e-01  9.40676110e-01  9.37786692e-01  9.66571993e-01  9.75933935e-01  9.66571991e-01 
 1.14856000e-05  7.51040282e-01  3.34050613e-03  8.06796133e-07  8.20199906e-03  1.86193070e-07  2.17233263e-07  2.05302899e-07  2.30559568e-07  2.40098052e-07  2.06353873e-07  2.40099268e-07  2.06353983e-07  9.40709242e-01  9.37731726e-01  9.40709494e-01  9.37731744e-01  9.66577494e-01  9.75915669e-01  9.66577494e-01  9.75915704e-01  9.40678180e-01  9.37788765e-01  9.40678183e-01  9.37788805e-01  9.66573732e-01  9.75935559e-01  9.66573729e-01 
 1.15056000e-05  7.52557574e-01  3.33663904e-03  8.06785616e-07  8.21149897e-03  2.63546350e-07  2.32280108e-07  2.79242641e-07  2.45560827e-07  2.06986535e-07  2.40632265e-07  2.06990904e-07  2.40632023e-07  9.40711318e-01  9.37733848e-01  9.40711569e-01  9.37733867e-01  9.66579231e-01  9.75917297e-01  9.66579231e-01  9.75917332e-01  9.40680256e-01  9.37790887e-01  9.40680259e-01  9.37790926e-01  9.66575469e-01  9.75937187e-01  9.66575467e-01 
 1.15256000e-05  7.54090559e-01  3.33274772e-03  8.06775219e-07  8.22093897e-03  1.86684397e-07  2.17283653e-07  2.05840891e-07  2.30646750e-07  2.39833929e-07  2.06573048e-07  2.39831401e-07  2.06575769e-07  9.40713390e-01  9.37735962e-01  9.40713641e-01  9.37735981e-01  9.66580970e-01  9.75918922e-01  9.66580970e-01  9.75918957e-01  9.40682328e-01  9.37792999e-01  9.40682332e-01  9.37793039e-01  9.66577208e-01  9.75938811e-01  9.66577205e-01 
 1.15456000e-05  7.55639178e-01  3.32883305e-03  8.06764868e-07  8.23031622e-03  2.62940018e-07  2.32114016e-07  2.78727108e-07  2.45438663e-07  2.07218383e-07  2.40374350e-07  2.07221685e-07  2.40372594e-07  9.40715466e-01  9.37738084e-01  9.40715717e-01  9.37738103e-01  9.66582708e-01  9.75920550e-01  9.66582708e-01  9.75920585e-01  9.40684404e-01  9.37795120e-01  9.40684408e-01  9.37795160e-01  9.66578946e-01  9.75940439e-01  9.66578943e-01 
 1.15656000e-05  7.57203373e-01  3.32489542e-03  8.06754651e-07  8.23962753e-03  1.87178659e-07  2.17332663e-07  2.06376741e-07  2.30734599e-07  2.39570119e-07  2.06796168e-07  2.39571954e-07  2.06795540e-07  9.40717538e-01  9.37740198e-01  9.40717789e-01  9.37740216e-01  9.66584447e-01  9.75922174e-01  9.66584447e-01  9.75922209e-01  9.40686477e-01  9.37797233e-01  9.40686480e-01  9.37797273e-01  9.66580684e-01  9.75942063e-01  9.66580682e-01 
 1.15856000e-05  7.58783085e-01  3.32093568e-03  8.06744495e-07  8.24887310e-03  2.62345419e-07  2.31955466e-07  2.78229392e-07  2.45312515e-07  2.07448346e-07  2.40122135e-07  2.07447114e-07  2.40119770e-07  9.40719614e-01  9.37742320e-01  9.40719865e-01  9.37742338e-01  9.66586184e-01  9.75923803e-01  9.66586184e-01  9.75923838e-01  9.40688553e-01  9.37799354e-01  9.40688556e-01  9.37799394e-01  9.66582422e-01  9.75943690e-01  9.66582419e-01 
 1.16056000e-05  7.60378256e-01  3.31695424e-03  8.06734474e-07  8.25804733e-03  1.87666157e-07  2.17382838e-07  2.06909234e-07  2.30818998e-07  2.39312646e-07  2.07013280e-07  2.39312309e-07  2.07013095e-07  9.40721686e-01  9.37744434e-01  9.40721937e-01  9.37744452e-01  9.66587922e-01  9.75925427e-01  9.66587923e-01  9.75925463e-01  9.40690626e-01  9.37801467e-01  9.40690629e-01  9.37801507e-01  9.66584160e-01  9.75945314e-01  9.66584158e-01 
 1.16256000e-05  7.61988824e-01  3.31295199e-03  8.06724523e-07  8.26714988e-03  2.61758024e-07  2.31798155e-07  2.77728384e-07  2.45193808e-07  2.07665855e-07  2.39873128e-07  2.07667398e-07  2.39866461e-07  9.40723761e-01  9.37746555e-01  9.40724012e-01  9.37746574e-01  9.66589660e-01  9.75927055e-01  9.66589660e-01  9.75927091e-01  9.40692702e-01  9.37803588e-01  9.40692705e-01  9.37803628e-01  9.66585898e-01  9.75946942e-01  9.66585895e-01 
 1.16456000e-05  7.63614729e-01  3.30892933e-03  8.06714722e-07  8.27617553e-03  1.88140379e-07  2.17432478e-07  2.07429252e-07  2.30903635e-07  2.39050821e-07  2.07218993e-07  2.39054816e-07  2.07227957e-07  9.40725833e-01  9.37748669e-01  9.40726084e-01  9.37748688e-01  9.66591399e-01  9.75928680e-01  9.66591399e-01  9.75928715e-01  9.40694774e-01  9.37805701e-01  9.40694778e-01  9.37805741e-01  9.66587636e-01  9.75948566e-01  9.66587634e-01 
 1.16656000e-05  7.65255909e-01  3.30488717e-03  8.06704990e-07  8.28512340e-03  2.61184461e-07  2.31645994e-07  2.77245445e-07  2.45073835e-07  2.07888816e-07  2.39621952e-07  2.07884390e-07  2.39620344e-07  9.40727908e-01  9.37750791e-01  9.40728159e-01  9.37750809e-01  9.66593136e-01  9.75930308e-01  9.66593136e-01  9.75930343e-01  9.40696850e-01  9.37807822e-01  9.40696853e-01  9.37807861e-01  9.66589374e-01  9.75950193e-01  9.66589371e-01 
 1.16856000e-05  7.66912303e-01  3.30082594e-03  8.06695422e-07  8.29398887e-03  1.88618948e-07  2.17486867e-07  2.07950776e-07  2.30992773e-07  2.38800423e-07  2.07434598e-07  2.38804641e-07  2.07438521e-07  9.40729980e-01  9.37752904e-01  9.40730231e-01  9.37752923e-01  9.66594874e-01  9.75931932e-01  9.66594875e-01  9.75931967e-01  9.40698923e-01  9.37809935e-01  9.40698926e-01  9.37809974e-01  9.66591112e-01  9.75951817e-01  9.66591110e-01 
 1.17056000e-05  7.68583848e-01  3.29674654e-03  8.06685939e-07  8.30276856e-03  2.60619775e-07  2.31496612e-07  2.76764533e-07  2.44962983e-07  2.08101230e-07  2.39378586e-07  2.08098186e-07  2.39376150e-07  9.40732055e-01  9.37755026e-01  9.40732307e-01  9.37755045e-01  9.66596611e-01  9.75933559e-01  9.66596612e-01  9.75933595e-01  9.40700999e-01  9.37812055e-01  9.40701002e-01  9.37812095e-01  9.66592850e-01  9.75953444e-01  9.66592847e-01 
 1.17256000e-05  7.70270479e-01  3.29264943e-03  8.06676607e-07  8.31145854e-03  1.89091657e-07  2.17541677e-07  2.08458269e-07  2.31079631e-07  2.38554143e-07  2.07641684e-07  2.38555030e-07  2.07640661e-07  9.40734127e-01  9.37757140e-01  9.40734379e-01  9.37757159e-01  9.66598350e-01  9.75935183e-01  9.66598350e-01  9.75935219e-01  9.40703071e-01  9.37814168e-01  9.40703074e-01  9.37814207e-01  9.66594588e-01  9.75955068e-01  9.66594586e-01 
 1.17456000e-05  7.71972134e-01  3.28853553e-03  8.06667367e-07  8.32005548e-03  2.60066537e-07  2.31356055e-07  2.76297931e-07  2.44853225e-07  2.08313512e-07  2.39138301e-07  2.08313383e-07  2.39135457e-07  9.40736202e-01  9.37759261e-01  9.40736454e-01  9.37759280e-01  9.66600088e-01  9.75936811e-01  9.66600088e-01  9.75936847e-01  9.40705147e-01  9.37816288e-01  9.40705150e-01  9.37816328e-01  9.66596326e-01  9.75956695e-01  9.66596323e-01 
 1.17656000e-05  7.73688746e-01  3.28440533e-03  8.06658300e-07  8.32855493e-03  1.89558889e-07  2.17598639e-07  2.08963811e-07  2.31165298e-07  2.38307811e-07  2.07842149e-07  2.38309391e-07  2.07846736e-07  9.40738274e-01  9.37761375e-01  9.40738525e-01  9.37761394e-01  9.66601826e-01  9.75938435e-01  9.66601826e-01  9.75938471e-01  9.40707219e-01  9.37818401e-01  9.40707222e-01  9.37818441e-01  9.66598064e-01  9.75958319e-01  9.66598061e-01 
 1.17856000e-05  7.75420252e-01  3.28025975e-03  8.06649353e-07  8.33695219e-03  2.59521984e-07  2.31216434e-07  2.75838293e-07  2.44748522e-07  2.08520964e-07  2.38901681e-07  2.08520542e-07  2.38897823e-07  9.40740349e-01  9.37763496e-01  9.40740600e-01  9.37763516e-01  9.66603564e-01  9.75940063e-01  9.66603563e-01  9.75940099e-01  9.40709295e-01  9.37820522e-01  9.40709298e-01  9.37820561e-01  9.66599802e-01  9.75959946e-01  9.66599798e-01 
 1.18056000e-05  7.77166584e-01  3.27609932e-03  8.06640596e-07  8.34524154e-03  1.90015673e-07  2.17659054e-07  2.09466355e-07  2.31257524e-07  2.38066804e-07  2.08042584e-07  2.38068088e-07  2.08048272e-07  9.40742421e-01  9.37765610e-01  9.40742672e-01  9.37765629e-01  9.66605302e-01  9.75941687e-01  9.66605302e-01  9.75941723e-01  9.40711367e-01  9.37822634e-01  9.40711370e-01  9.37822674e-01  9.66601540e-01  9.75961570e-01  9.66601536e-01 
 1.18256000e-05  7.78927676e-01  3.27192497e-03  8.06631959e-07  8.35342081e-03  2.58988335e-07  2.31082935e-07  2.75388002e-07  2.44644089e-07  2.08724323e-07  2.38667565e-07  2.08724198e-07  2.38665044e-07  9.40744496e-01  9.37767731e-01  9.40744747e-01  9.37767751e-01  9.66607039e-01  9.75943314e-01  9.66607039e-01  9.75943351e-01  9.40713442e-01  9.37824755e-01  9.40713445e-01  9.37824795e-01  9.66603277e-01  9.75963198e-01  9.66603274e-01 
 1.18456000e-05  7.80703460e-01  3.26773725e-03  8.06623545e-07  8.36148221e-03  1.90474177e-07  2.17718502e-07  2.09964331e-07  2.31343222e-07  2.37829630e-07  2.08241686e-07  2.37829686e-07  2.08241257e-07  9.40746568e-01  9.37769845e-01  9.40746819e-01  9.37769864e-01  9.66608777e-01  9.75944938e-01  9.66608778e-01  9.75944975e-01  9.40715514e-01  9.37826868e-01  9.40715517e-01  9.37826908e-01  9.66605015e-01  9.75964821e-01  9.66605012e-01 
 1.18656000e-05  7.82493869e-01  3.26353714e-03  8.06615264e-07  8.36942039e-03  2.58466071e-07  2.30952378e-07  2.74945265e-07  2.44541545e-07  2.08925919e-07  2.38433808e-07  2.08925299e-07  2.38432826e-07  9.40748643e-01  9.37771966e-01  9.40748894e-01  9.37771986e-01  9.66610515e-01  9.75946566e-01  9.66610515e-01  9.75946602e-01  9.40717589e-01  9.37828989e-01  9.40717592e-01  9.37829029e-01  9.66606753e-01  9.75966448e-01  9.66606749e-01 
 1.18856000e-05  7.84298834e-01  3.25932519e-03  8.06607190e-07  8.37722910e-03  1.90932075e-07  2.17779395e-07  2.10455619e-07  2.31433104e-07  2.37592175e-07  2.08439257e-07  2.37592289e-07  2.08441030e-07  9.40750714e-01  9.37774080e-01  9.40750966e-01  9.37774099e-01  9.66612253e-01  9.75948190e-01  9.66612254e-01  9.75948227e-01  9.40719662e-01  9.37831102e-01  9.40719664e-01  9.37831142e-01  9.66608491e-01  9.75968073e-01  9.66608487e-01 
 1.19056000e-05  7.86118286e-01  3.25510243e-03  8.06599282e-07  8.38490345e-03  2.57949427e-07  2.30826889e-07  2.74511121e-07  2.44445402e-07  2.09120364e-07  2.38205214e-07  2.09125991e-07  2.38201391e-07  9.40752789e-01  9.37776201e-01  9.40753041e-01  9.37776221e-01  9.66613990e-01  9.75949818e-01  9.66613991e-01  9.75949855e-01  9.40721737e-01  9.37833222e-01  9.40721739e-01  9.37833262e-01  9.66610228e-01  9.75969700e-01  9.66610225e-01 
 1.19256000e-05  7.87952154e-01  3.25086944e-03  8.06591617e-07  8.39243551e-03  1.91379981e-07  2.17841389e-07  2.10940743e-07  2.31521227e-07  2.37361565e-07  2.08626446e-07  2.37358516e-07  2.08630301e-07  9.40754861e-01  9.37778315e-01  9.40755112e-01  9.37778334e-01  9.66615728e-01  9.75951442e-01  9.66615729e-01  9.75951479e-01  9.40723809e-01  9.37835335e-01  9.40723812e-01  9.37835375e-01  9.66611967e-01  9.75971324e-01  9.66611963e-01 
 1.19456000e-05  7.89800368e-01  3.24662726e-03  8.06584134e-07  8.39981865e-03  2.57448836e-07  2.30704183e-07  2.74088515e-07  2.44352640e-07  2.09318480e-07  2.37979043e-07  2.09319951e-07  2.37978546e-07  9.40756935e-01  9.37780436e-01  9.40757187e-01  9.37780455e-01  9.66617465e-01  9.75953069e-01  9.66617466e-01  9.75953106e-01  9.40725884e-01  9.37837456e-01  9.40725886e-01  9.37837496e-01  9.66613704e-01  9.75972951e-01  9.66613700e-01 
 1.19656000e-05  7.91662857e-01  3.24237651e-03  8.06576907e-07  8.40704473e-03  1.91824930e-07  2.17911074e-07  2.11424600e-07  2.31615218e-07  2.37134829e-07  2.08817730e-07  2.37134668e-07  2.08817606e-07  9.40759007e-01  9.37782549e-01  9.40759259e-01  9.37782569e-01  9.66619204e-01  9.75954693e-01  9.66619204e-01  9.75954730e-01  9.40727956e-01  9.37839569e-01  9.40727959e-01  9.37839608e-01  9.66615442e-01  9.75974575e-01  9.66615438e-01 
 1.19856000e-05  7.93539549e-01  3.23811828e-03  8.06569877e-07  8.41410735e-03  2.56953548e-07  2.30588109e-07  2.73670629e-07  2.44266054e-07  2.09512179e-07  2.37756154e-07  2.09510304e-07  2.37755355e-07  9.40761082e-01  9.37784670e-01  9.40761333e-01  9.37784690e-01  9.66620941e-01  9.75956320e-01  9.66620941e-01  9.75956358e-01  9.40730031e-01  9.37841689e-01  9.40730034e-01  9.37841729e-01  9.66617179e-01  9.75976202e-01  9.66617175e-01 
 1.20056000e-05  7.95430372e-01  3.23385322e-03  8.06563128e-07  8.42099691e-03  1.92271885e-07  2.17973589e-07  2.11906995e-07  2.31703232e-07  2.36907292e-07  2.09003072e-07  2.36907756e-07  2.09008325e-07  9.40763154e-01  9.37786783e-01  9.40763405e-01  9.37786803e-01  9.66622679e-01  9.75957944e-01  9.66622679e-01  9.75957982e-01  9.40732103e-01  9.37843802e-01  9.40732106e-01  9.37843842e-01  9.66618917e-01  9.75977826e-01  9.66618912e-01 
 1.20256000e-05  7.97335252e-01  3.22958245e-03  8.06556615e-07  8.42770607e-03  2.56470858e-07  2.30478228e-07  2.73267292e-07  2.44179771e-07  2.09703146e-07  2.37538099e-07  2.09700903e-07  2.37536994e-07  9.40765228e-01  9.37788904e-01  9.40765479e-01  9.37788924e-01  9.66624417e-01  9.75959572e-01  9.66624417e-01  9.75959610e-01  9.40734178e-01  9.37845922e-01  9.40734180e-01  9.37845962e-01  9.66620654e-01  9.75979452e-01  9.66620649e-01 
 1.20456000e-05  7.99254116e-01  3.22530667e-03  8.06550418e-07  8.43422482e-03  1.92707398e-07  2.18039798e-07  2.12379838e-07  2.31798287e-07  2.36686214e-07  2.09183056e-07  2.36686693e-07  2.09188067e-07  9.40767300e-01  9.37791018e-01  9.40767551e-01  9.37791038e-01  9.66626155e-01  9.75961196e-01  9.66626155e-01  9.75961234e-01  9.40736250e-01  9.37848035e-01  9.40736252e-01  9.37848075e-01  9.66622392e-01  9.75981076e-01  9.66622387e-01 
 1.20656000e-05  8.01186890e-01  3.22102703e-03  8.06544466e-07  8.44054448e-03  2.55994731e-07  2.30372252e-07  2.72864480e-07  2.44098212e-07  2.09885441e-07  2.37321939e-07  2.09887162e-07  2.37319062e-07  9.40769375e-01  9.37793138e-01  9.40769625e-01  9.37793159e-01  9.66627892e-01  9.75962823e-01  9.66627893e-01  9.75962861e-01  9.40738325e-01  9.37850155e-01  9.40738327e-01  9.37850195e-01  9.66624129e-01  9.75982703e-01  9.66624124e-01 
 1.20856000e-05  8.03133499e-01  3.21674427e-03  8.06538836e-07  8.44665620e-03  1.93147817e-07  2.18116546e-07  2.12851278e-07  2.31896435e-07  2.36472253e-07  2.09368249e-07  2.36468142e-07  2.09374980e-07  9.40771446e-01  9.37795252e-01  9.40771697e-01  9.37795272e-01  9.66629630e-01  9.75964447e-01  9.66629631e-01  9.75964485e-01  9.40740397e-01  9.37852268e-01  9.40740399e-01  9.37852308e-01  9.66625867e-01  9.75984327e-01  9.66625862e-01 
 1.21056000e-05  8.05093866e-01  3.21245958e-03  8.06533492e-07  8.45255010e-03  2.55536261e-07  2.30269359e-07  2.72478338e-07  2.44018237e-07  2.10070310e-07  2.37110067e-07  2.10070907e-07  2.37109137e-07  9.40773521e-01  9.37797372e-01  9.40773771e-01  9.37797392e-01  9.66631367e-01  9.75966074e-01  9.66631368e-01  9.75966113e-01  9.40742472e-01  9.37854388e-01  9.40742474e-01  9.37854428e-01  9.66627604e-01  9.75985953e-01  9.66627599e-01 
 1.21256000e-05  8.07067917e-01  3.20817375e-03  8.06528513e-07  8.45821392e-03  1.93579337e-07  2.18187980e-07  2.13316758e-07  2.31989805e-07  2.36252716e-07  2.09545217e-07  2.36256252e-07  2.09549516e-07  9.40775593e-01  9.37799486e-01  9.40775843e-01  9.37799506e-01  9.66633105e-01  9.75967698e-01  9.66633106e-01  9.75967737e-01  9.40744544e-01  9.37856501e-01  9.40744546e-01  9.37856541e-01  9.66629342e-01  9.75987577e-01  9.66629337e-01 
 1.21456000e-05  8.09055574e-01  3.20388801e-03  8.06523834e-07  8.46364147e-03  2.55078534e-07  2.30170209e-07  2.72100676e-07  2.43948979e-07  2.10256098e-07  2.36898897e-07  2.10254134e-07  2.36895799e-07  9.40777667e-01  9.37801606e-01  9.40777917e-01  9.37801626e-01  9.66634842e-01  9.75969325e-01  9.66634843e-01  9.75969364e-01  9.40746619e-01  9.37858621e-01  9.40746621e-01  9.37858661e-01  9.66631079e-01  9.75989204e-01  9.66631074e-01 
 1.21656000e-05  8.11056760e-01  3.19960318e-03  8.06519552e-07  8.46881882e-03  1.94012542e-07  2.18260093e-07  2.13781155e-07  2.32086331e-07  2.36042373e-07  2.09721603e-07  2.36041031e-07  2.09727408e-07  9.40779738e-01  9.37803720e-01  9.40779989e-01  9.37803740e-01  9.66636580e-01  9.75970950e-01  9.66636581e-01  9.75970988e-01  9.40748691e-01  9.37860734e-01  9.40748693e-01  9.37860774e-01  9.66632817e-01  9.75990827e-01  9.66632812e-01 
 1.21856000e-05  8.13071397e-01  3.19532053e-03  8.06515614e-07  8.47373750e-03  2.54632285e-07  2.30069706e-07  2.71726786e-07  2.43871703e-07  2.10426076e-07  2.36686079e-07  2.10429264e-07  2.36688473e-07  9.40781812e-01  9.37805840e-01  9.40782063e-01  9.37805861e-01  9.66638317e-01  9.75972577e-01  9.66638318e-01  9.75972615e-01  9.40750765e-01  9.37862853e-01  9.40750767e-01  9.37862893e-01  9.66634554e-01  9.75992454e-01  9.66634549e-01 
 1.22056000e-05  8.15099406e-01  3.19104094e-03  8.06512092e-07  8.47838668e-03  1.94432345e-07  2.18340181e-07  2.14239305e-07  2.32184364e-07  2.35831877e-07  2.09896077e-07  2.35830099e-07  2.09897368e-07  9.40783884e-01  9.37807954e-01  9.40784134e-01  9.37807974e-01  9.66640055e-01  9.75974201e-01  9.66640056e-01  9.75974239e-01  9.40752837e-01  9.37864966e-01  9.40752839e-01  9.37865006e-01  9.66636291e-01  9.75994078e-01  9.66636286e-01 
 1.22256000e-05  8.17140710e-01  3.18676570e-03  8.06508933e-07  8.48275554e-03  2.39847316e-07  2.15607649e-07  2.71366613e-07  2.43806814e-07  2.10606178e-07  2.36482279e-07  2.10605193e-07  2.36481977e-07  9.40785957e-01  9.37810073e-01  9.40786208e-01  9.37810094e-01  9.66641792e-01  9.75975827e-01  9.66641792e-01  9.75975866e-01  9.40754912e-01  9.37867086e-01  9.40754914e-01  9.37867126e-01  9.66638028e-01  9.75995704e-01  9.66638023e-01 
 1.22456000e-05  8.19195226e-01  3.18249572e-03  8.06506219e-07  8.48683424e-03  2.05687061e-07  2.29241353e-07  2.14691622e-07  2.32283106e-07  2.35622176e-07  2.10064271e-07  2.35626324e-07  2.10069881e-07  9.40788030e-01  9.37812187e-01  9.40788280e-01  9.37812208e-01  9.66643530e-01  9.75977453e-01  9.66643531e-01  9.75977491e-01  9.40756984e-01  9.37869198e-01  9.40756986e-01  9.37869239e-01  9.66639766e-01  9.75997328e-01  9.66639760e-01 
 1.22656000e-05  8.21262877e-01  3.17823232e-03  8.06503901e-07  8.49061397e-03  2.46229184e-07  2.22370916e-07  2.71005610e-07  2.43744630e-07  2.10775427e-07  2.36279518e-07  2.10772537e-07  2.36274295e-07  9.40790103e-01  9.37814307e-01  9.40790354e-01  9.37814328e-01  9.66645267e-01  9.75979079e-01  9.66645267e-01  9.75979117e-01  9.40759058e-01  9.37871318e-01  9.40759060e-01  9.37871358e-01  9.66641503e-01  9.75998954e-01  9.66641497e-01 
 1.22856000e-05  8.23343579e-01  3.17397645e-03  8.06502067e-07  8.49408326e-03  2.02768483e-07  2.25972999e-07  2.15146268e-07  2.32386412e-07  2.35426321e-07  2.10235052e-07  2.35425504e-07  2.10236274e-07  9.40792175e-01  9.37816421e-01  9.40792426e-01  9.37816442e-01  9.66647005e-01  9.75980703e-01  9.66647006e-01  9.75980742e-01  9.40761130e-01  9.37873430e-01  9.40761132e-01  9.37873470e-01  9.66643241e-01  9.76000578e-01  9.66643235e-01 
 1.23056000e-05  8.25437253e-01  3.16972946e-03  8.06500649e-07  8.49723511e-03  2.47390894e-07  2.23867885e-07  2.70661702e-07  2.43685544e-07  2.10938515e-07  2.36077444e-07  2.10940825e-07  2.36074045e-07  9.40794249e-01  9.37818540e-01  9.40794499e-01  9.37818561e-01  9.66648741e-01  9.75982329e-01  9.66648742e-01  9.75982369e-01  9.40763204e-01  9.37875550e-01  9.40763207e-01  9.37875590e-01  9.66644977e-01  9.76002204e-01  9.66644971e-01 
 1.23256000e-05  8.27543817e-01  3.16549231e-03  8.06499725e-07  8.50005922e-03  2.02329827e-07  2.25198417e-07  2.15594491e-07  2.32490135e-07  2.35224625e-07  2.10404884e-07  2.35221572e-07  2.10405426e-07  9.40796321e-01  9.37820654e-01  9.40796571e-01  9.37820675e-01  9.66650479e-01  9.75983954e-01  9.66650480e-01  9.75983993e-01  9.40765276e-01  9.37877662e-01  9.40765279e-01  9.37877702e-01  9.66646715e-01  9.76003827e-01  9.66646709e-01 
 1.23456000e-05  8.29663186e-01  3.16126635e-03  8.06499246e-07  8.50254766e-03  2.47370848e-07  2.24181984e-07  2.70322662e-07  2.43628029e-07  2.11106902e-07  2.35874852e-07  2.11106454e-07  2.35877278e-07  9.40798394e-01  9.37822774e-01  9.40798645e-01  9.37822795e-01  9.66652216e-01  9.75985580e-01  9.66652217e-01  9.75985619e-01  9.40767350e-01  9.37879782e-01  9.40767353e-01  9.37879821e-01  9.66648452e-01  9.76005454e-01  9.66648446e-01 
 1.23656000e-05  8.31795280e-01  3.15705257e-03  8.06499295e-07  8.50469434e-03  2.02446644e-07  2.24991155e-07  2.16043134e-07  2.32591113e-07  2.35026416e-07  2.10565353e-07  2.35026311e-07  2.10565006e-07  9.40800466e-01  9.37824888e-01  9.40800717e-01  9.37824909e-01  9.66653954e-01  9.75987204e-01  9.66653955e-01  9.75987243e-01  9.40769422e-01  9.37881895e-01  9.40769425e-01  9.37881934e-01  9.66650189e-01  9.76007077e-01  9.66650184e-01 
 1.23856000e-05  8.33940013e-01  3.15285231e-03  8.06499801e-07  8.50649283e-03  2.47091047e-07  2.24228517e-07  2.69992408e-07  2.43581789e-07  2.11266656e-07  2.35687077e-07  2.11264931e-07  2.35680882e-07  9.40802539e-01  9.37827007e-01  9.40802790e-01  9.37827029e-01  9.66655691e-01  9.75988830e-01  9.66655691e-01  9.75988869e-01  9.40771497e-01  9.37884014e-01  9.40771499e-01  9.37884053e-01  9.66651926e-01  9.76008703e-01  9.66651921e-01 
 1.24056000e-05  8.36097301e-01  3.14866657e-03  8.06500841e-07  8.50793583e-03  2.02702007e-07  2.24916187e-07  2.16487508e-07  2.32698907e-07  2.34833146e-07  2.10726099e-07  2.34834335e-07  2.10729196e-07  9.40804611e-01  9.37829121e-01  9.40804862e-01  9.37829143e-01  9.66657429e-01  9.75990455e-01  9.66657429e-01  9.75990493e-01  9.40773568e-01  9.37886126e-01  9.40773570e-01  9.37886166e-01  9.66653663e-01  9.76010327e-01  9.66653658e-01 
 1.24256000e-05  8.38267060e-01  3.14449667e-03  8.06502356e-07  8.50902120e-03  2.46764043e-07  2.24224354e-07  2.69672438e-07  2.43531120e-07  2.11428002e-07  2.35489939e-07  2.11427484e-07  2.35488249e-07  9.40806684e-01  9.37831241e-01  9.40806935e-01  9.37831262e-01  9.66659165e-01  9.75992081e-01  9.66659166e-01  9.75992119e-01  9.40775642e-01  9.37888245e-01  9.40775644e-01  9.37888285e-01  9.66655400e-01  9.76011953e-01  9.66655395e-01 
 1.24456000e-05  8.40449204e-01  3.14034358e-03  8.06504416e-07  8.50974277e-03  2.02986113e-07  2.24873981e-07  2.16925625e-07  2.32805420e-07  2.34641631e-07  2.10885207e-07  2.34639861e-07  2.10887269e-07  9.40808756e-01  9.37833354e-01  9.40809007e-01  9.37833376e-01  9.66660903e-01  9.75993705e-01  9.66660904e-01  9.75993744e-01  9.40777714e-01  9.37890358e-01  9.40777716e-01  9.37890398e-01  9.66657138e-01  9.76013577e-01  9.66657133e-01 
 1.24656000e-05  8.42643647e-01  3.13620864e-03  8.06506972e-07  8.51009998e-03  2.46437859e-07  2.24206612e-07  2.69363993e-07  2.43487858e-07  2.11583247e-07  2.35300730e-07  2.11586890e-07  2.35300770e-07  9.40810829e-01  9.37835474e-01  9.40811080e-01  9.37835495e-01  9.66662639e-01  9.75995331e-01  9.66662640e-01  9.75995370e-01  9.40779788e-01  9.37892477e-01  9.40779790e-01  9.37892517e-01  9.66658875e-01  9.76015203e-01  9.66658869e-01 
 1.24856000e-05  8.44850304e-01  3.13209276e-03  8.06510084e-07  8.51008996e-03  2.03275081e-07  2.24842415e-07  2.17369416e-07  2.32914524e-07  2.34451477e-07  2.11043456e-07  2.34451174e-07  2.11044076e-07  9.40812900e-01  9.37837588e-01  9.40813152e-01  9.37837609e-01  9.66664377e-01  9.75996955e-01  9.66664378e-01  9.75996994e-01  9.40781860e-01  9.37894589e-01  9.40781862e-01  9.37894629e-01  9.66660612e-01  9.76016826e-01  9.66660607e-01 
